Tout,Bottom,Mid,top,elbow,wrist
0,0,0,0,0,0
0.02,6.36E-14,-3.18E-14,0,-3.18E-14,0
0.04,5.09E-14,-1.91E-14,0,-1.91E-14,0
0.06,7.63E-14,-2.54E-14,0,-2.54E-14,0
0.08,7.63E-14,-2.54E-14,0,-2.54E-14,0
0.1,6.36E-14,-2.54E-14,0,-2.54E-14,0
0.12,3.82E-14,-6.36E-14,0,-6.36E-14,0
0.14,5.09E-14,0,0,0,0
0.16,5.09E-14,-5.72E-14,0,-5.72E-14,0
0.18,2.54E-14,-1.27E-14,0,-1.27E-14,0
0.2,5.09E-14,-1.27E-14,0,-1.27E-14,0
0.22,3.82E-14,-1.27E-14,0,-1.27E-14,0
0.24,7.63E-14,-1.91E-14,0,-1.91E-14,0
0.26,3.82E-14,-1.27E-14,0,-1.27E-14,0
0.28,5.09E-14,-2.54E-14,2.54E-14,-2.54E-14,2.54E-14
0.3,5.09E-14,-3.82E-14,0,-3.82E-14,0
0.32,5.09E-14,0,0,0,0
0.34,7.63E-14,-5.72E-14,0,-5.72E-14,0
0.36,5.09E-14,-3.82E-14,0,-3.82E-14,0
0.38,7.63E-14,-3.82E-14,2.54E-14,-3.82E-14,2.54E-14
0.4,3.82E-14,-6.36E-15,2.54E-14,-6.36E-15,2.54E-14
0.42,5.09E-14,-5.09E-14,2.54E-14,-5.09E-14,2.54E-14
0.44,5.09E-14,-5.09E-14,0,-5.09E-14,0
0.46,2.54E-14,0,0,0,0
0.48,5.09E-14,-2.54E-14,-2.54E-14,-2.54E-14,-2.54E-14
0.5,5.09E-14,0,0,0,0
0.52,1.27E-14,1.27E-14,0,1.27E-14,0
0.54,7.63E-14,-3.18E-14,0,-3.18E-14,0
0.56,5.09E-14,0,0,0,0
0.58,5.09E-14,-2.54E-14,0,-2.54E-14,0
0.6,1.27E-14,0,-2.54E-14,0,-2.54E-14
0.62,6.36E-14,-3.18E-14,2.54E-14,-3.18E-14,2.54E-14
0.64,3.82E-14,0,2.54E-14,0,2.54E-14
0.66,3.82E-14,-5.09E-14,0,-5.09E-14,0
0.68,6.36E-14,-1.91E-14,-2.54E-14,-1.91E-14,-2.54E-14
0.7,5.09E-14,-2.54E-14,0,-2.54E-14,0
0.72,3.82E-14,-1.27E-14,-2.54E-14,-1.27E-14,-2.54E-14
0.74,3.82E-14,0,0,0,0
0.76,2.54E-14,-1.91E-14,0,-1.91E-14,0
0.78,5.09E-14,-1.27E-14,0,-1.27E-14,0
0.8,3.82E-14,-6.36E-15,-2.54E-14,-6.36E-15,-2.54E-14
0.82,6.36E-14,-4.45E-14,2.54E-14,-4.45E-14,2.54E-14
0.84,5.09E-14,-1.91E-14,0,-1.91E-14,0
0.86,2.54E-14,0,-2.54E-14,0,-2.54E-14
0.88,3.82E-14,6.36E-15,0,6.36E-15,0
0.9,3.82E-14,-1.27E-14,2.54E-14,-1.27E-14,2.54E-14
0.92,6.36E-14,-1.27E-14,0,-1.27E-14,0
0.94,5.09E-14,0,-5.09E-14,0,-5.09E-14
0.96,5.09E-14,-1.27E-14,-2.54E-14,-1.27E-14,-2.54E-14
0.98,3.82E-14,6.36E-15,-2.54E-14,6.36E-15,-2.54E-14
1,5.09E-14,-5.72E-14,0,-5.72E-14,0
1.02,5.09E-14,-3.18E-14,0,-3.18E-14,0
1.04,3.82E-14,-7.00E-14,0,-7.00E-14,0
1.06,3.82E-14,-6.36E-15,-2.54E-14,-6.36E-15,-2.54E-14
1.08,3.82E-14,-1.27E-14,-2.54E-14,-1.27E-14,-2.54E-14
1.1,6.36E-14,-2.54E-14,-2.54E-14,-2.54E-14,-2.54E-14
1.12,5.09E-14,-1.27E-14,0,-1.27E-14,0
1.14,5.09E-14,-2.54E-14,0,-2.54E-14,0
1.16,6.36E-14,-3.82E-14,2.54E-14,-3.82E-14,2.54E-14
1.18,3.82E-14,1.27E-14,-2.54E-14,1.27E-14,-2.54E-14
1.2,6.36E-14,-1.27E-14,-2.54E-14,-1.27E-14,-2.54E-14
1.22,7.63E-14,-2.54E-14,-2.54E-14,-2.54E-14,-2.54E-14
1.24,2.54E-14,0,2.54E-14,0,2.54E-14
1.26,6.36E-14,-1.91E-14,0,-1.91E-14,0
1.28,2.54E-14,-1.27E-14,0,-1.27E-14,0
1.3,6.36E-14,1.91E-14,0,1.91E-14,0
1.32,6.36E-14,-6.36E-15,0,-6.36E-15,0
1.34,3.82E-14,-1.91E-14,0,-1.91E-14,0
1.36,5.09E-14,-1.27E-14,0,-1.27E-14,0
1.38,5.09E-14,-1.27E-14,-2.54E-14,-1.27E-14,-2.54E-14
1.4,8.91E-14,-5.72E-14,0,-5.72E-14,0
1.42,3.82E-14,-1.27E-14,-2.54E-14,-1.27E-14,-2.54E-14
1.44,3.82E-14,-1.27E-14,0,-1.27E-14,0
1.46,6.36E-14,-5.09E-14,0,-5.09E-14,0
1.48,3.82E-14,1.27E-14,-2.54E-14,1.27E-14,-2.54E-14
1.5,7.63E-14,-6.36E-14,0,-6.36E-14,0
1.52,7.63E-14,-5.09E-14,2.54E-14,-5.09E-14,2.54E-14
1.54,2.54E-14,0,0,0,0
1.56,7.63E-14,-4.45E-14,2.54E-14,-4.45E-14,2.54E-14
1.58,3.82E-14,-1.91E-14,0,-1.91E-14,0
1.6,3.82E-14,6.36E-15,-2.54E-14,6.36E-15,-2.54E-14
1.62,5.09E-14,0,-2.54E-14,0,-2.54E-14
1.64,3.82E-14,-2.54E-14,0,-2.54E-14,0
1.66,5.09E-14,-1.27E-14,0,-1.27E-14,0
1.68,5.09E-14,-6.36E-15,-2.54E-14,-6.36E-15,-2.54E-14
1.7,2.54E-14,0,0,0,0
1.72,7.63E-14,-1.91E-14,-2.54E-14,-1.91E-14,-2.54E-14
1.74,2.54E-14,2.54E-14,-2.54E-14,2.54E-14,-2.54E-14
1.76,2.54E-14,0,-2.54E-14,0,-2.54E-14
1.78,8.91E-14,-1.27E-14,0,-1.27E-14,0
1.8,5.09E-14,-1.27E-14,-2.54E-14,-1.27E-14,-2.54E-14
1.82,3.82E-14,-3.18E-14,0,-3.18E-14,0
1.84,3.82E-14,-1.91E-14,0,-1.91E-14,0
1.86,3.82E-14,-1.27E-14,-2.54E-14,-1.27E-14,-2.54E-14
1.88,7.63E-14,-1.91E-14,-2.54E-14,-1.91E-14,-2.54E-14
1.9,5.09E-14,0,-2.54E-14,0,-2.54E-14
1.92,5.09E-14,-1.27E-14,0,-1.27E-14,0
1.94,3.82E-14,0,-2.54E-14,0,-2.54E-14
1.96,7.63E-14,-3.82E-14,0,-3.82E-14,0
1.98,6.36E-14,-3.18E-14,2.54E-14,-3.18E-14,2.54E-14
2,6.36E-14,0,0,0,0
2.02,5.09E-14,-2.54E-14,2.54E-14,-2.54E-14,2.54E-14
2.04,5.09E-14,-1.27E-14,0,-1.27E-14,0
2.06,5.09E-14,-1.91E-14,0,-1.91E-14,0
2.08,0,0,-2.54E-14,0,-2.54E-14
2.1,0,1.27E-14,0,1.27E-14,0
2.12,5.09E-14,-5.09E-14,0,-5.09E-14,0
2.14,5.09E-14,-5.09E-14,2.54E-14,-5.09E-14,2.54E-14
2.16,7.63E-14,-1.91E-14,0,-1.91E-14,0
2.18,5.09E-14,-1.27E-14,-2.54E-14,-1.27E-14,-2.54E-14
2.2,5.09E-14,-3.82E-14,0,-3.82E-14,0
2.22,5.09E-14,-3.82E-14,-2.54E-14,-3.82E-14,-2.54E-14
2.24,7.63E-14,-4.45E-14,2.54E-14,-4.45E-14,2.54E-14
2.26,5.09E-14,-1.91E-14,0,-1.91E-14,0
2.28,0,0,-2.54E-14,0,-2.54E-14
2.3,5.09E-14,-1.91E-14,0,-1.91E-14,0
2.32,6.36E-14,-2.54E-14,0,-2.54E-14,0
2.34,3.82E-14,-6.36E-15,0,-6.36E-15,0
2.36,6.36E-14,-1.91E-14,0,-1.91E-14,0
2.38,6.36E-14,-5.09E-14,0,-5.09E-14,0
2.4,2.54E-14,-2.54E-14,-2.54E-14,-2.54E-14,-2.54E-14
2.42,3.82E-14,1.27E-14,0,1.27E-14,0
2.44,5.09E-14,-1.91E-14,-2.54E-14,-1.91E-14,-2.54E-14
2.46,7.63E-14,-1.27E-14,-2.54E-14,-1.27E-14,-2.54E-14
2.48,2.54E-14,-1.27E-14,0,-1.27E-14,0
2.5,5.09E-14,1.27E-14,-2.54E-14,1.27E-14,-2.54E-14
2.52,3.82E-14,-1.27E-14,2.54E-14,-1.27E-14,2.54E-14
2.54,6.36E-14,-2.54E-14,2.54E-14,-2.54E-14,2.54E-14
2.56,6.36E-14,-5.09E-14,0,-5.09E-14,0
2.58,3.82E-14,-1.27E-14,-2.54E-14,-1.27E-14,-2.54E-14
2.6,3.82E-14,0,-2.54E-14,0,-2.54E-14
2.62,3.82E-14,-5.09E-14,2.54E-14,-5.09E-14,2.54E-14
2.64,3.82E-14,0,0,0,0
2.66,5.09E-14,-3.82E-14,0,-3.82E-14,0
2.68,3.82E-14,-1.27E-14,0,-1.27E-14,0
2.7,2.54E-14,0,0,0,0
2.72,3.82E-14,-3.82E-14,0,-3.82E-14,0
2.74,0,3.18E-14,0,3.18E-14,0
2.76,3.82E-14,0,-2.54E-14,0,-2.54E-14
2.78,5.09E-14,-3.18E-14,0,-3.18E-14,0
2.8,6.36E-14,-2.54E-14,-2.54E-14,-2.54E-14,-2.54E-14
2.82,5.09E-14,-5.09E-14,0,-5.09E-14,0
2.84,5.09E-14,-4.45E-14,2.54E-14,-4.45E-14,2.54E-14
2.86,7.63E-14,-6.36E-15,5.09E-14,-6.36E-15,5.09E-14
2.88,5.09E-14,-1.91E-14,0,-1.91E-14,0
2.9,3.82E-14,-2.54E-14,-2.54E-14,-2.54E-14,-2.54E-14
2.92,6.36E-14,-3.18E-14,0,-3.18E-14,0
2.94,3.82E-14,-1.27E-14,2.54E-14,-1.27E-14,2.54E-14
2.96,3.82E-14,-1.27E-14,0,-1.27E-14,0
2.98,1.27E-14,1.27E-14,2.54E-14,1.27E-14,2.54E-14
3,3.82E-14,0,0,0,0
3.02,1.27E-14,-6.36E-15,0,-6.36E-15,0
3.04,3.82E-14,-6.36E-15,0,-6.36E-15,0
3.06,5.09E-14,-5.72E-14,5.09E-14,-5.72E-14,5.09E-14
3.08,7.63E-14,-2.54E-14,-2.54E-14,-2.54E-14,-2.54E-14
3.1,3.82E-14,1.91E-14,0,1.91E-14,0
3.12,6.36E-14,-1.27E-14,0,-1.27E-14,0
3.14,8.91E-14,-5.72E-14,0,-5.72E-14,0
3.16,5.09E-14,-5.72E-14,0,-5.72E-14,0
3.18,5.09E-14,-1.91E-14,0,-1.91E-14,0
3.2,2.54E-14,-3.18E-14,2.54E-14,-3.18E-14,2.54E-14
3.22,5.09E-14,-1.27E-14,0,-1.27E-14,0
3.24,3.82E-14,-3.82E-14,0,-3.82E-14,0
3.26,5.09E-14,0,-2.54E-14,0,-2.54E-14
3.28,5.09E-14,-4.45E-14,0,-4.45E-14,0
3.3,3.82E-14,1.27E-14,-2.54E-14,1.27E-14,-2.54E-14
3.32,7.63E-14,-3.82E-14,0,-3.82E-14,0
3.34,5.09E-14,-1.91E-14,2.54E-14,-1.91E-14,2.54E-14
3.36,3.82E-14,-1.27E-14,-2.54E-14,-1.27E-14,-2.54E-14
3.38,3.82E-14,-3.18E-14,0,-3.18E-14,0
3.4,8.91E-14,-3.82E-14,0,-3.82E-14,0
3.42,6.36E-14,-6.36E-14,0,-6.36E-14,0
3.44,5.09E-14,-1.27E-14,0,-1.27E-14,0
3.46,2.54E-14,-1.27E-14,0,-1.27E-14,0
3.48,1.27E-14,-6.36E-15,0,-6.36E-15,0
3.5,7.63E-14,-3.18E-14,0,-3.18E-14,0
3.52,5.09E-14,-3.82E-14,0,-3.82E-14,0
3.54,3.82E-14,-1.27E-14,-2.54E-14,-1.27E-14,-2.54E-14
3.56,3.82E-14,-1.91E-14,2.54E-14,-1.91E-14,2.54E-14
3.58,2.54E-14,1.27E-14,0,1.27E-14,0
3.6,5.09E-14,-2.54E-14,0,-2.54E-14,0
3.62,6.36E-14,-4.45E-14,0,-4.45E-14,0
3.64,3.82E-14,-2.54E-14,0,-2.54E-14,0
3.66,7.63E-14,-5.09E-14,2.54E-14,-5.09E-14,2.54E-14
3.68,1.27E-14,1.91E-14,0,1.91E-14,0
3.7,5.09E-14,-1.27E-14,-2.54E-14,-1.27E-14,-2.54E-14
3.72,7.63E-14,-3.82E-14,2.54E-14,-3.82E-14,2.54E-14
3.74,5.09E-14,-1.91E-14,0,-1.91E-14,0
3.76,6.36E-14,-5.09E-14,0,-5.09E-14,0
3.78,5.09E-14,-3.82E-14,-2.54E-14,-3.82E-14,-2.54E-14
3.8,0,1.91E-14,0,1.91E-14,0
3.82,2.54E-14,-1.91E-14,0,-1.91E-14,0
3.84,6.36E-14,-1.91E-14,0,-1.91E-14,0
3.86,3.82E-14,6.36E-15,0,6.36E-15,0
3.88,6.36E-14,-5.72E-14,0,-5.72E-14,0
3.9,3.82E-14,-1.27E-14,0,-1.27E-14,0
3.92,6.36E-14,-1.91E-14,0,-1.91E-14,0
3.94,2.54E-14,-5.72E-14,0,-5.72E-14,0
3.96,5.09E-14,-2.54E-14,0,-2.54E-14,0
3.98,8.91E-14,-5.09E-14,0,-5.09E-14,0
4,3.82E-14,-1.91E-14,0,-1.91E-14,0
4.02,3.82E-14,-2.54E-14,0,-2.54E-14,0
4.04,5.09E-14,-3.82E-14,0,-3.82E-14,0
4.06,6.36E-14,-5.09E-14,0,-5.09E-14,0
4.08,3.82E-14,-1.27E-14,-2.54E-14,-1.27E-14,-2.54E-14
4.1,3.82E-14,-1.91E-14,0,-1.91E-14,0
4.12,5.09E-14,-5.72E-14,-2.54E-14,-5.72E-14,-2.54E-14
4.14,2.54E-14,3.18E-14,-2.54E-14,3.18E-14,-2.54E-14
4.16,6.36E-14,-6.36E-15,2.54E-14,-6.36E-15,2.54E-14
4.18,3.82E-14,-3.82E-14,0,-3.82E-14,0
4.2,5.09E-14,-1.91E-14,5.09E-14,-1.91E-14,5.09E-14
4.22,6.36E-14,6.36E-15,-2.54E-14,6.36E-15,-2.54E-14
4.24,6.36E-14,-5.72E-14,2.54E-14,-5.72E-14,2.54E-14
4.26,3.82E-14,-2.54E-14,0,-2.54E-14,0
4.28,5.09E-14,-5.72E-14,2.54E-14,-5.72E-14,2.54E-14
4.3,5.09E-14,-2.54E-14,0,-2.54E-14,0
4.32,3.82E-14,-2.54E-14,0,-2.54E-14,0
4.34,5.09E-14,-1.91E-14,-2.54E-14,-1.91E-14,-2.54E-14
4.36,2.54E-14,-1.91E-14,2.54E-14,-1.91E-14,2.54E-14
4.38,1.27E-14,0,0,0,0
4.4,3.82E-14,1.27E-14,-2.54E-14,1.27E-14,-2.54E-14
4.42,5.09E-14,-2.54E-14,-2.54E-14,-2.54E-14,-2.54E-14
4.44,2.54E-14,1.27E-14,0,1.27E-14,0
4.46,5.09E-14,-3.82E-14,0,-3.82E-14,0
4.48,7.63E-14,-5.09E-14,2.54E-14,-5.09E-14,2.54E-14
4.5,5.09E-14,-2.54E-14,0,-2.54E-14,0
4.52,6.36E-14,-2.54E-14,0,-2.54E-14,0
4.54,5.09E-14,0,-2.54E-14,0,-2.54E-14
4.56,5.09E-14,-3.18E-14,0,-3.18E-14,0
4.58,2.54E-14,0,-2.54E-14,0,-2.54E-14
4.6,5.09E-14,-2.54E-14,0,-2.54E-14,0
4.62,2.54E-14,-6.36E-15,-2.54E-14,-6.36E-15,-2.54E-14
4.64,5.09E-14,-4.45E-14,0,-4.45E-14,0
4.66,2.54E-14,0,-2.54E-14,0,-2.54E-14
4.68,5.09E-14,-2.54E-14,0,-2.54E-14,0
4.7,5.09E-14,-2.54E-14,-2.54E-14,-2.54E-14,-2.54E-14
4.72,7.63E-14,-3.18E-14,0,-3.18E-14,0
4.74,2.54E-14,-6.36E-15,0,-6.36E-15,0
4.76,8.91E-14,-3.82E-14,0,-3.82E-14,0
4.78,5.09E-14,-3.18E-14,0,-3.18E-14,0
4.8,6.36E-14,-5.72E-14,0,-5.72E-14,0
4.82,3.82E-14,-1.27E-14,0,-1.27E-14,0
4.84,5.09E-14,-1.27E-14,0,-1.27E-14,0
4.86,6.36E-14,-4.45E-14,2.54E-14,-4.45E-14,2.54E-14
4.88,1.27E-14,-1.27E-14,0,-1.27E-14,0
4.9,3.82E-14,-2.54E-14,0,-2.54E-14,0
4.92,5.09E-14,-3.82E-14,2.54E-14,-3.82E-14,2.54E-14
4.94,7.63E-14,-1.91E-14,-2.54E-14,-1.91E-14,-2.54E-14
4.96,6.36E-14,-1.27E-14,0,-1.27E-14,0
4.98,6.36E-14,-2.54E-14,0,-2.54E-14,0
5,7.63E-14,-0.00041083,0.00041083,-0.00041083,0.00041083
5.02,1.27E-14,-0.446660632,0.446660632,-0.446660632,0.446660632
5.04,3.82E-14,-1.595628512,1.595628512,-1.595628512,1.595628512
5.06,7.63E-14,-3.20006156,3.20006156,-3.20006156,3.20006156
5.08,3.82E-14,-5.084514799,5.084514799,-5.084514799,5.084514799
5.1,7.63E-14,-7.122030996,7.122030996,-7.122030996,7.122030996
5.12,1.14E-13,-9.221766555,9.221766555,-9.221766555,9.221766555
5.14,3.82E-14,-11.317373,11.317373,-11.317373,11.317373
5.16,5.09E-14,-13.36084735,13.36084735,-13.36084735,13.36084735
5.18,6.36E-14,-15.31798594,15.31798594,-15.31798594,15.31798594
5.2,8.91E-14,-17.16498864,17.16498864,-17.16498864,17.16498864
5.22,3.82E-14,-18.8867751,18.8867751,-18.8867751,18.8867751
5.24,3.82E-14,-20.4745462,20.4745462,-20.4745462,20.4745462
5.26,1.27E-14,-21.9248198,21.9248198,-21.9248198,21.9248198
5.28,3.82E-14,-23.23826209,23.23826209,-23.23826209,23.23826209
5.3,5.09E-14,-24.41869646,24.41869646,-24.41869646,24.41869646
5.32,5.09E-14,-25.47233053,25.47233053,-25.47233053,25.47233053
5.34,3.82E-14,-26.40722617,26.40722617,-26.40722617,26.40722617
5.36,5.09E-14,-27.23174516,27.23174516,-27.23174516,27.23174516
5.38,6.36E-14,-27.95534001,27.95534001,-27.95534001,27.95534001
5.4,7.63E-14,-28.58747859,28.58747859,-28.58747859,28.58747859
5.42,8.91E-14,-29.13740992,29.13740992,-29.13740992,29.13740992
5.44,3.82E-14,-29.61400903,29.61400903,-29.61400903,29.61400903
5.46,5.09E-14,-30.02566293,30.02566293,-30.02566293,30.02566293
5.48,1.02E-13,-30.38021405,30.38021405,-30.38021405,30.38021405
5.5,8.91E-14,-30.68462099,30.68462099,-30.68462099,30.68462099
5.52,1.14E-13,-30.94536838,30.94536838,-30.94536838,30.94536838
5.54,1.14E-13,-31.16820903,31.16820903,-31.16820903,31.16820903
5.56,3.82E-14,-31.35824532,31.35824532,-31.35824532,31.35824532
5.58,3.82E-14,-31.52001475,31.52001475,-31.52001475,31.52001475
5.6,7.63E-14,-31.65750019,31.65750019,-31.65750019,31.65750019
5.62,3.82E-14,-31.7741431,31.7741431,-31.7741431,31.7741431
5.64,5.09E-14,-31.87296552,31.87296552,-31.87296552,31.87296552
5.66,8.91E-14,-31.95657816,31.95657816,-31.95657816,31.95657816
5.68,5.09E-14,-32.02726279,32.02726279,-32.02726279,32.02726279
5.7,1.14E-13,-32.08692586,32.08692586,-32.08692586,32.08692586
5.72,5.09E-14,-32.13723673,32.13723673,-32.13723673,32.13723673
5.74,6.36E-14,-32.17962159,32.17962159,-32.17962159,32.17962159
5.76,7.63E-14,-32.21531168,32.21531168,-32.21531168,32.21531168
5.78,2.54E-14,-32.24532522,32.24532522,-32.24532522,32.24532522
5.8,6.36E-14,-32.27054762,32.27054762,-32.27054762,32.27054762
5.82,5.09E-14,-32.2917291,32.2917291,-32.2917291,32.2917291
5.84,8.91E-14,-32.30951104,32.30951104,-32.30951104,32.30951104
5.86,6.36E-14,-32.32442218,32.32442218,-32.32442218,32.32442218
5.88,6.36E-14,-32.33692059,32.33692059,-32.33692059,32.33692059
5.9,2.54E-14,-32.34739095,32.34739095,-32.34739095,32.34739095
5.92,6.36E-14,-32.35615848,32.35615848,-32.35615848,32.35615848
5.94,3.82E-14,-32.3634956,32.3634956,-32.3634956,32.3634956
5.96,5.09E-14,-32.36963232,32.36963232,-32.36963232,32.36963232
5.98,6.36E-14,-32.3747633,32.3747633,-32.3747633,32.3747633
6,3.82E-14,-32.37905088,32.37905088,-32.37905088,32.37905088
6.02,3.82E-14,-32.38263293,32.38263293,-32.38263293,32.38263293
6.04,7.63E-14,-32.38562324,32.38562324,-32.38562324,32.38562324
6.06,7.63E-14,-32.38811999,32.38811999,-32.38811999,32.38811999
6.08,7.63E-14,-32.39020288,32.39020288,-32.39020288,32.39020288
6.1,5.09E-14,-32.39194011,32.39194011,-32.39194011,32.39194011
6.12,3.82E-14,-32.3933884,32.3933884,-32.3933884,32.3933884
6.14,6.36E-14,-32.39459602,32.39459602,-32.39459602,32.39459602
6.16,6.36E-14,-32.39560195,32.39560195,-32.39560195,32.39560195
6.18,7.63E-14,-32.39644004,32.39644004,-32.39644004,32.39644004
6.2,1.02E-13,-32.39713777,32.39713777,-32.39713777,32.39713777
6.22,2.54E-14,-32.39771885,32.39771885,-32.39771885,32.39771885
6.24,7.63E-14,-32.39820228,32.39820228,-32.39820228,32.39820228
6.26,3.82E-14,-32.39860468,32.39860468,-32.39860468,32.39860468
6.28,7.63E-14,-32.39893933,32.39893933,-32.39893933,32.39893933
6.3,7.63E-14,-32.39921767,32.39921767,-32.39921767,32.39921767
6.32,6.36E-14,-32.39944903,32.39944903,-32.39944903,32.39944903
6.34,6.36E-14,-32.39964142,32.39964142,-32.39964142,32.39964142
6.36,3.82E-14,-32.39980128,32.39980128,-32.39980128,32.39980128
6.38,3.82E-14,-32.39993409,32.39993409,-32.39993409,32.39993409
6.4,3.82E-14,-32.40004441,32.40004441,-32.40004441,32.40004441
6.42,5.09E-14,-32.40013606,32.40013606,-32.40013606,32.40013606
6.44,8.91E-14,-32.40021215,32.40021215,-32.40021215,32.40021215
6.46,5.09E-14,-32.40027531,32.40027531,-32.40027531,32.40027531
6.48,3.82E-14,-32.40032774,32.40032774,-32.40032774,32.40032774
6.5,8.91E-14,-32.40037125,32.40037125,-32.40037125,32.40037125
6.52,3.82E-14,-32.40040735,32.40040735,-32.40040735,32.40040735
6.54,6.36E-14,-32.4004373,32.4004373,-32.4004373,32.4004373
6.56,5.09E-14,-32.40046214,32.40046214,-32.40046214,32.40046214
6.58,3.82E-14,-32.40048274,32.40048274,-32.40048274,32.40048274
6.6,6.36E-14,-32.40049982,32.40049982,-32.40049982,32.40049982
6.62,5.09E-14,-32.40051398,32.40051398,-32.40051398,32.40051398
6.64,5.09E-14,-32.40052572,32.40052572,-32.40052572,32.40052572
6.66,6.36E-14,-32.40053545,32.40053545,-32.40053545,32.40053545
6.68,6.36E-14,-32.40054351,32.40054351,-32.40054351,32.40054351
6.7,3.82E-14,-32.40055019,32.40055019,-32.40055019,32.40055019
6.72,3.82E-14,-32.40055573,32.40055573,-32.40055573,32.40055573
6.74,6.36E-14,-32.40056031,32.40056031,-32.40056031,32.40056031
6.76,3.82E-14,-32.4005641,32.4005641,-32.4005641,32.4005641
6.78,7.63E-14,-32.40056725,32.40056725,-32.40056725,32.40056725
6.8,1.53E-13,-32.40056985,32.40056985,-32.40056985,32.40056985
6.82,3.82E-14,-32.400572,32.400572,-32.400572,32.400572
6.84,6.36E-14,-32.40057379,32.40057379,-32.40057379,32.40057379
6.86,3.82E-14,-32.40057526,32.40057526,-32.40057526,32.40057526
6.88,3.82E-14,-32.40057649,32.40057649,-32.40057649,32.40057649
6.9,6.36E-14,-32.4005775,32.4005775,-32.4005775,32.4005775
6.92,2.54E-14,-32.40057833,32.40057833,-32.40057833,32.40057833
6.94,5.09E-14,-32.40057903,32.40057903,-32.40057903,32.40057903
6.96,3.82E-14,-32.4005796,32.4005796,-32.4005796,32.4005796
6.98,7.63E-14,-32.40058007,32.40058007,-32.40058007,32.40058007
7,3.82E-14,-32.40058046,32.40058046,-32.40058046,32.40058046
7.02,5.09E-14,-32.40058079,32.40058079,-32.40058079,32.40058079
7.04,6.36E-14,-32.40058105,32.40058105,-32.40058105,32.40058105
7.06,7.63E-14,-32.40058128,32.40058128,-32.40058128,32.40058128
7.08,3.82E-14,-32.40058146,32.40058146,-32.40058146,32.40058146
7.1,3.82E-14,-32.40058161,32.40058161,-32.40058161,32.40058161
7.12,5.09E-14,-32.40058174,32.40058174,-32.40058174,32.40058174
7.14,8.91E-14,-32.40058184,32.40058184,-32.40058184,32.40058184
7.16,5.09E-14,-32.40058192,32.40058192,-32.40058192,32.40058192
7.18,6.36E-14,-32.40058199,32.40058199,-32.40058199,32.40058199
7.2,6.36E-14,-32.40058205,32.40058205,-32.40058205,32.40058205
7.22,7.63E-14,-32.4005821,32.4005821,-32.4005821,32.4005821
7.24,8.91E-14,-32.40058214,32.40058214,-32.40058214,32.40058214
7.26,3.82E-14,-32.40058217,32.40058217,-32.40058217,32.40058217
7.28,3.82E-14,-32.4005822,32.4005822,-32.4005822,32.4005822
7.3,7.63E-14,-32.40058222,32.40058222,-32.40058222,32.40058222
7.32,6.36E-14,-32.40058224,32.40058224,-32.40058224,32.40058224
7.34,6.36E-14,-32.40058226,32.40058226,-32.40058226,32.40058226
7.36,5.09E-14,-32.40058227,32.40058227,-32.40058227,32.40058227
7.38,6.36E-14,-32.40058228,32.40058228,-32.40058228,32.40058228
7.4,5.09E-14,-32.40058229,32.40058229,-32.40058229,32.40058229
7.42,5.09E-14,-32.4005823,32.4005823,-32.4005823,32.4005823
7.44,5.09E-14,-32.4005823,32.4005823,-32.4005823,32.4005823
7.46,6.36E-14,-32.40058231,32.40058231,-32.40058231,32.40058231
7.48,1.14E-13,-32.40058231,32.40058231,-32.40058231,32.40058231
7.5,3.82E-14,-32.40058231,32.40058231,-32.40058231,32.40058231
7.52,8.91E-14,-32.40058232,32.40058232,-32.40058232,32.40058232
7.54,7.63E-14,-32.40058232,32.40058232,-32.40058232,32.40058232
7.56,7.63E-14,-32.40058232,32.40058232,-32.40058232,32.40058232
7.58,5.09E-14,-32.40058232,32.40058232,-32.40058232,32.40058232
7.6,3.82E-14,-32.40058232,32.40058232,-32.40058232,32.40058232
7.62,6.36E-14,-32.40058232,32.40058232,-32.40058232,32.40058232
7.64,8.91E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
7.66,5.09E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
7.68,7.63E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
7.7,6.36E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
7.72,7.63E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
7.74,6.36E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
7.76,5.09E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
7.78,8.91E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
7.8,3.82E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
7.82,8.91E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
7.84,8.91E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
7.86,3.82E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
7.88,1.02E-13,-32.40058233,32.40058233,-32.40058233,32.40058233
7.9,6.36E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
7.92,1.02E-13,-32.40058233,32.40058233,-32.40058233,32.40058233
7.94,7.63E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
7.96,8.91E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
7.98,1.27E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
8,7.63E-14,-32.40058233,32.40058233,-32.40058233,32.40058233
