Time_s,BottomArm_deg,MiddleArm_deg,TopArm_deg,Bicep_deg,Wrist_deg
0,-6.36110936292703e-14,7.63333123551244e-14,1.01777749806833e-13,0,0
0.02,-2.84917289748149e-05,1.53500265571046e-05,1.31417015894357e-05,0,0
0.04,-0.000355489156154904,0.000202618310466032,0.000152870577717354,0,0
0.06,-0.00160781053564506,0.000971356754439346,0.000636445640345243,0,0
0.08,-0.00463531425003137,0.00296654238992045,0.00166868091340776,0,0
0.1,-0.01038223518577,0.00703260231831969,0.00334905398292954,0,0
0.12,-0.0197680493150979,0.0141576607628728,0.00560783365748195,0,0
0.14,-0.0336449260551194,0.0254606769967763,0.00817545899956345,0,0
0.16,-0.0527054665209234,0.0421215426322787,0.0105587801521326,0,0
0.18,-0.0774437580405642,0.0653381141434372,0.0120432917591801,0,0
0.2,-0.108144435593429,0.0963076189848818,0.011698664573035,0,0
0.22,-0.144842388574545,0.13616444833655,0.00839873431795999,0,0
0.24,-0.187322488250493,0.18595844913972,0.000841308106578187,0,0
0.26,-0.235096253115277,0.246584342396393,-0.0124047208994162,0,0
0.28,-0.287432417447664,0.318807684139886,-0.0328947163694465,0,0
0.3,-0.343337393770603,0.403193821935698,-0.0622538241510287,0,0
0.32,-0.401566296990653,0.500058586356968,-0.102111055508136,0,0
0.34,-0.460649807044709,0.609536004445373,-0.154135860813514,0,0
0.36,-0.518890998997921,0.731466131990591,-0.219917619865927,0,0
0.38,-0.574381882411572,0.865454764343312,-0.301000487055624,0,0
0.4,-0.62504872363806,1.01077380152293,-0.398722682076608,0,0
0.42,-0.668621379373366,1.16649456149253,-0.514373678945305,0,0
0.44,-0.702688222801464,1.33138081554511,-0.649015112054536,0,0
0.46,-0.724745119438258,1.50391607960446,-0.803449410440132,0,0
0.48,-0.732152041790973,1.68235942078438,-0.978310962485496,0,0
0.5,-0.722200950456447,1.86472000504733,-1.17396496578435,0,0
0.52,-0.69222567458249,2.04878410828325,-1.39042766951592,0,0
