Time_s,BottomArm_deg,MiddleArm_deg,TopArm_deg,Bicep_deg,Wrist_deg
0,0,-7.63333123551244e-14,5.08888749034163e-14,0,0
0.02,-1.25666735196761e-06,-2.3864385516233e-05,2.51210519770564e-05,0,0
0.04,-2.86555566604165e-05,-0.000293029639314958,0.0003216849293524,0,0
0.06,-0.000193333993663645,-0.00129542523016952,0.00148875108229251,0,0
0.08,-0.000749175768149668,-0.00363924259631335,0.00438832745373003,0,0
0.1,-0.00212633375389191,-0.00792818762914129,0.0100539426468839,0,0
0.12,-0.00493506772088472,-0.0146534960979793,0.0195860100162553,0,0
0.14,-0.00997468326972901,-0.0241520469366382,0.0341179509388229,0,0
0.16,-0.0182137007948877,-0.0365459975904658,0.0547345839533477,0,0
0.18,-0.0307465970674297,-0.051707588750066,0.0823919593107019,0,0
0.2,-0.0488089067555951,-0.0692756456896989,0.117946713329823,0,0
0.22,-0.0736980019030327,-0.0886245754386755,0.162044114984995,0,0
0.24,-0.10677792001328,-0.108886397748259,0.215143070517111,0,0
0.26,-0.149383912534162,-0.128958169514044,0.277428267234795,0,0
0.28,-0.202873465191132,-0.147520612982259,0.348879187794693,0,0
0.3,-0.268530963460942,-0.163052535222947,0.429192212116166,0,0
0.32,-0.347490609080788,-0.173880194829531,0.517758536392009,0,0
0.34,-0.440830133909155,-0.178159481843624,0.613743031396387,0,0
0.36,-0.549434133103718,-0.173934828717193,0.716017265719059,0,0
0.38,-0.674008132603636,-0.159151862850985,0.823195129821796,0,0
0.4,-0.8149897401684,-0.131737412200917,0.933637273343664,0,0
0.42,-0.972679855286488,-0.0895076070023798,1.04549786111127,0,0
0.44,-1.14703433865201,-0.0303540230539686,1.15672051596164,0,0
0.46,-1.3377954372813,0.047852690263767,1.26508132078967,0,0
0.48,-1.5443897135289,0.147138367162428,1.36822393518582,0,0
0.5,-1.76599193621683,0.269484149859551,1.46367375130458,0,0
0.52,-2.00141095609875,0.416613263530509,1.54893917108936,0,0
0.54,-2.24924289958421,0.590217062854504,1.6214483277703,0,0
0.56,-2.50775659123416,0.791735245050616,1.67865028068977,0,0
0.58,-2.7749001581908,1.02224202528089,1.71811715009466,0,0
0.6,-3.0483941857568,1.28268418419645,1.73741192740237,0,0
0.62,-3.32566481072786,1.57361248662848,1.73425458662239,0,0
0.64,-3.60388404381565,1.89523869279037,1.70649122656673,0,0
0.66,-3.88000062355638,2.24725954500888,1.65224209042869,0,0
0.68,-4.15073609855688,2.62914518941202,1.5696371703363,0,0
0.7,-4.412622207123,3.03979871457045,1.45709193111762,0,0
0.72,-4.66207348917364,3.47758185047928,1.31330184353153,0,0
0.74,-4.89531203447341,3.94050374572433,1.13699148891078,0,0
0.76,-5.10849843845899,4.42597984792042,0.927160256373759,0,0
0.78,-5.29773786278093,4.93091461229361,0.682969894724566,0,0
0.8,-5.45910556436412,5.4517022555832,0.403710501360675,0,0
0.82,-5.58876056584142,5.98420381604192,0.0888585825767212,0,0
0.84,-5.68286700979599,6.52380879822165,-0.262087547538336,0,0
0.86,-5.73771638300578,7.06540929484663,-0.649534562021058,0,0
0.88,-5.7498880477339,7.60345959083093,-1.07372851068096,0,0
0.9,-5.71603316014044,8.1320015000571,-1.53499849670387,0,0
0.92,-5.63313427329074,8.64471975485088,-2.03357314089783,0,0
0.94,-5.49852270916046,9.13502915239886,-2.56961055434147,0,0
0.96,-5.30982224268704,9.59610864945571,-3.14325262191527,0,0
0.98,-5.06505638829737,10.0210149401509,-3.75454316608314,0,0
1,-4.76263978833172,10.4027634381552,-4.40341294227241,0,0
1.02,-4.40160672191379,10.7346333136585,-5.08949504597243,0,0
1.04,-3.98110331980671,11.0098453499987,-5.81238628520874,0,0
1.06,-3.5009285913713,11.2221547292016,-6.57122463965199,0,0
1.08,-2.96126412093597,11.3657701781851,-7.36476526916471,0,0
1.1,-2.36289305583378,11.4357881269232,-8.19114910918225,0,0
1.12,-1.70668920665232,11.4277127891701,-9.0480689179404,0,0
1.14,-0.99410451275277,11.3382302750223,-9.93236760859294,0,0
1.16,-0.227050101685216,11.1652715815054,-10.8400062924207,0,0
1.18,0.592481301487763,10.9075567884065,-11.7661002723602,0,0
1.2,1.46191452797124,10.565498418671,-12.7046308519983,0,0
1.22,2.37858483679682,10.1404728220861,-13.6485346996334,0,0
1.24,3.33944066526384,9.63533956001833,-14.5895846652596,0,0
1.26,4.34124587456778,9.05405476751361,-15.5183999085235,0,0
1.28,5.38032593661066,8.40205398724864,-16.4246198113767,0,0
1.3,6.45302158705214,7.68524128357407,-17.2967166023283,0,0
1.32,7.5551085119949,6.91089317445788,-18.1226490282494,0,0
1.34,8.6822924895433,6.08645097526639,-18.8894759031268,0,0
1.36,9.82983874318275,5.21995072771133,-19.5840740894028,0,0
1.38,10.9926239251444,4.31962895952557,-20.1936083565765,0,0
1.4,12.1652068890918,3.39342782781442,-20.705126575924,0,0
1.42,13.3416349936283,2.44907822164484,-21.1066085048194,0,0
1.44,14.5154789009833,1.49378100800605,-21.3874260652056,0,0
1.46,15.6797643837942,0.533960923990817,-21.5377982367305,0,0
1.48,16.8269377535441,-0.424799638131763,-21.549836106851,0,0
1.5,17.9488534053232,-1.37792283582146,-21.4174799015565,0,0
1.52,19.0367831552663,-2.3219271112337,-21.1366491464177,0,0
1.54,20.0813706274074,-3.25446553201622,-20.7050444813899,0,0
1.56,21.0728317756346,-4.17438999041072,-20.1226100968501,0,0
1.58,22.0008052581053,-5.08169184582509,-19.3907362570021,0,0
1.6,22.854902152388,-5.97754597166015,-18.513092207629,0,0
1.62,23.6243312812326,-6.86415251584937,-17.494282675564,0,0
1.64,24.2985914745033,-7.74471815336321,-16.3406124127918,0,0
1.66,24.8676988492908,-8.62329342765697,-15.0596623885719,0,0
1.68,25.3221699872269,-9.50460687718882,-13.6597467427444,0,0
1.7,25.6537511539706,-10.3938649639063,-12.1502233787397,0,0
1.72,25.8553616532924,-11.2965232831912,-10.540968712048,0,0
1.74,25.9216341770278,-12.2179900870238,-8.84248215359664,0,0
1.76,25.8491235313233,-13.1632888176853,-7.06570908802099,0,0
1.78,25.6361439968525,-14.1367563482131,-5.22178086468705,0,0
1.8,25.2832142772066,-15.1415786122468,-3.32213853493593,0,0
1.82,24.7928716035933,-16.1793915186591,-1.37835124505069,0,0
1.84,24.1693190849435,-17.2499134228155,0.597997663807714,0,0
1.86,23.4184734867969,-18.3504698774855,2.59527209292309,0,0
1.88,22.5477073807929,-19.4756306044472,4.60185882528529,0,0
1.9,21.5652135505213,-20.6169954712166,6.60621265301519,0,0
1.92,20.4799584285949,-21.7629571553856,8.59681813768399,0,0
1.94,19.301603102521,-22.8988046644399,10.5623141173287,0,0
1.96,18.0393830249102,-24.0068272265787,12.4912154639054,0,0
1.98,16.7030331433567,-25.0671347069419,14.3723465103122,0,0
2,15.3014126096876,-26.0578068150697,16.194164859125,0,0
2.02,13.8433118301034,-26.9565222229538,17.9453818088702,0,0
2.04,12.3367989930976,-27.7414511578275,19.6147641235945,0,0
2.06,10.7893513610401,-28.3929706759496,21.1915979143229,0,0
2.08,9.20768365252517,-28.8943867651438,22.6654450121993,0,0
2.1,7.597682321463,-29.2320111418466,24.0256567926625,0,0
2.12,5.96467416853032,-29.3968443339588,25.2622552886979,0,0
2.14,4.31328371384399,-29.3835297343154,26.3652336808328,0,0
2.16,2.64755469984589,-29.1898164217311,27.3243749811679,0,0
2.18,0.97115847007746,-28.8173991491272,28.1304520591834,0,0
2.2,-0.712573684933954,-28.2709189317463,28.7753377081196,0,0
2.22,-2.4005675195585,-27.5560761048236,29.2511646968849,0,0
2.24,-4.08982788309152,-26.6813476383679,29.5531251657371,0,0
2.26,-5.77736932478858,-25.6548942950868,29.6773443367412,0,0
2.28,-7.46010361806067,-24.4865312772886,29.6241195509424,0,0
2.3,-9.13470075180627,-23.1854472524973,29.3960954266342,0,0
2.32,-10.7975291926349,-21.7613232770108,29.0002631355534,0,0
2.34,-12.4445251203869,-20.2234793913146,28.4471438170815,0,0
2.36,-14.0710909268758,-18.5809515483324,27.7507881709801,0,0
2.38,-15.6720346917054,-16.84259895032,26.9284762027312,0,0
2.4,-17.2414666806731,-15.0169809386275,25.9997879761771,0,0
2.42,-18.7727130541169,-13.1124072885302,24.9857213166568,0,0
2.44,-20.2584669920176,-11.1372804345493,23.9079355258861,0,0
2.46,-21.6903835779685,-9.09955742454232,22.7872268214166,0,0
2.48,-23.0594142418041,-7.00737274801446,21.6431966464675,0,0
2.5,-24.3560546445298,-4.86904785611789,20.4933113876147,0,0
2.52,-25.5697627994825,-2.69273448975508,19.3523926505496,0,0
2.54,-26.6898061313885,-0.48692355431827,18.2323943024631,0,0
2.56,-27.7052530837465,1.73970367926681,17.1422309009509,0,0
2.58,-28.6052535627019,3.97822990093731,16.087837515354,0,0
2.6,-29.3793207118929,6.21946020562169,15.0723525459032,0,0
2.62,-30.0177396471081,8.45387626103182,14.096342689869,0,0
2.64,-30.5123144790012,10.6716682106845,13.1580043451738,0,0
2.66,-30.8560824252767,12.8626530457635,12.2536675456604,0,0
2.68,-31.0440796062756,15.0162786863947,11.3779932441328,0,0
2.7,-31.0734388664253,17.1215754528422,10.5243245920492,0,0
2.72,-30.9439028794107,19.1672721938147,9.68495817593919,0,0
2.74,-30.6573712090428,21.1416415473023,8.85149980734513,0,0
2.76,-30.2177627536231,23.0323916248921,8.01507431193477,0,0
2.78,-29.6313187440138,24.82692982465,7.1665648750249,0,0
2.8,-28.9058060582839,26.5120960990769,6.29681236746576,0,0
2.82,-28.0504144834856,28.0743384767575,5.39681098873664,0,0
2.84,-27.0753711107077,29.499842348003,4.45790615380305,0,0
2.86,-25.9914629518244,30.7746114805601,3.47194555332791,0,0
2.88,-24.8093798361755,31.8840696321613,2.43121562178038,0,0
2.9,-23.5400529737294,32.8143383909178,1.32890446087362,0,0
2.92,-22.1938634337701,33.5517075767327,0.158938958399811,0,0
2.94,-20.7808977974644,34.0842871663024,-1.08347015727912,0,0
2.96,-19.3101728211929,34.4006488936646,-2.40237097823897,0,0
2.98,-17.7901618494138,34.4923521063354,-3.80025439217948,0,0
3,-16.2284547507702,34.3537112846312,-5.27821063238934,0,0
3.02,-14.6319111025692,33.9834083717745,-6.83541806668246,0,0
3.04,-13.0064293557651,33.3833096212857,-8.46953293058194,0,0
3.06,-11.3572588268034,32.5605679907422,-10.1758707078969,0,0
3.08,-9.68897170658342,31.527285703704,-11.9473390802153,0,0
3.1,-8.00549516971436,30.2997252410745,-13.7743914261454,0,0
3.12,-6.31026412400552,28.8985638793406,-15.6446061562877,0,0
3.14,-4.60625922166793,27.3474162135774,-17.5427490794374,0,0
3.16,-2.89612538027668,25.6721807476995,-19.4506476231171,0,0
3.18,-1.18225689655254,23.8998168095022,-21.3473153826479,0,0
3.2,0.533106279675647,22.0574744206626,-23.2093857879667,0,0
3.22,2.24779601447651,20.1710105411775,-25.0113503037162,0,0
3.24,3.95960869847427,18.2647427897428,-26.7264718505221,0,0
3.26,5.66622151109995,16.3606227328802,-28.3276748800554,0,0
3.28,7.36509925904162,14.4778761368869,-29.7885715740509,0,0
3.3,9.05339157525537,12.6328778265263,-31.0844280786441,0,0
3.32,10.7278290504322,10.8391660102975,-32.193158627254,0,0
3.34,12.3847293941663,9.10717766153287,-33.0973550900353,0,0
3.36,14.0197308534453,7.44506527563352,-33.7827687241351,0,0
3.38,15.6278789235055,5.85830661534506,-34.240656623093,0,0
3.4,17.2034826132972,4.35020695213136,-34.4668795650261,0,0
3.42,18.740013347603,2.92218666441417,-34.461473338331,0,0
3.44,20.2303321835041,1.57354243775372,-34.2294408941152,0,0
