time_ms,roll_deg,pitch_deg,yaw_deg,gx_dps,gy_dps,gz_dps,ax_g,ay_g,az_g
34302,-8.95,2.37,32.95,-24.102,8.257,2.186,-0.0271,-0.1112,1.0114
34322,-9.24,2.39,32.96,-18.423,2.295,0.499,-0.0301,-0.1285,1.0048
34342,-9.38,2.30,33.02,-8.820,-3.293,2.690,-0.0324,-0.1487,0.9994
34362,-9.32,2.18,33.02,2.409,-6.697,0.000,-0.0403,-0.1584,0.9966
34382,-9.08,1.99,32.77,12.799,-9.560,-12.340,-0.0380,-0.1689,0.9972
34402,-8.72,1.77,32.40,18.631,-11.102,-18.775,-0.0330,-0.1559,0.9927
34422,-8.32,1.54,32.38,22.982,-12.835,-0.592,-0.0350,-0.1685,0.9712
34442,-7.88,1.30,32.47,26.852,-12.422,4.263,-0.0291,-0.1751,0.9798
34462,-7.45,1.15,32.34,26.394,-8.285,-6.546,-0.0271,-0.1707,0.9912
34482,-7.09,1.05,32.31,21.890,-5.293,-1.691,-0.0172,-0.1570,0.9846
34502,-6.83,0.99,32.43,16.669,-1.491,6.484,-0.0081,-0.1471,0.9892
34522,-6.64,1.07,32.35,10.944,3.776,-4.462,-0.0189,-0.1314,1.0047
34542,-6.56,1.21,32.21,5.386,7.959,-6.844,-0.0143,-0.1236,1.0033
34562,-6.56,1.38,32.19,-0.469,9.623,-0.959,-0.0126,-0.1141,1.0038
34582,-6.66,1.56,32.15,-5.591,10.204,-1.768,-0.0166,-0.1142,1.0129
34602,-6.81,1.68,32.19,-7.621,7.875,1.881,-0.0173,-0.1169,1.0099
34622,-6.95,1.77,32.24,-7.400,4.852,2.560,-0.0250,-0.1197,1.0110
34642,-7.03,1.77,32.24,-4.446,0.204,-0.371,-0.0328,-0.1236,1.0064
34662,-7.04,1.71,32.22,0.000,-4.109,-0.852,-0.0374,-0.1269,1.0066
34682,-7.03,1.59,32.29,2.081,-6.476,3.744,-0.0322,-0.1364,1.0064
34702,-6.95,1.49,32.38,4.348,-6.270,4.278,-0.0391,-0.1289,1.0092
34722,-6.88,1.40,32.28,3.531,-5.743,-4.722,-0.0372,-0.1205,1.0122
34742,-6.83,1.35,32.27,2.012,-3.163,-0.798,-0.0290,-0.1151,1.0055
34762,-6.80,1.37,32.31,0.493,-0.445,1.927,-0.0343,-0.1122,1.0118
34782,-6.78,1.42,32.37,0.000,1.807,3.240,-0.0328,-0.1110,1.0113
34802,-6.81,1.50,32.52,-2.606,3.730,7.423,-0.0288,-0.1108,1.0065
34822,-6.82,1.61,32.78,-2.003,5.524,12.881,-0.0273,-0.1104,1.0070
34842,-6.85,1.76,32.95,-2.812,7.234,8.683,-0.0343,-0.1071,1.0120
34862,-6.89,1.92,33.20,-3.713,8.181,12.499,-0.0334,-0.1062,1.0049
34882,-6.92,2.10,33.50,-3.323,9.165,14.828,-0.0328,-0.1065,1.0052
34902,-6.93,2.29,33.62,-1.820,10.058,6.156,-0.0352,-0.1113,1.0095
34922,-6.92,2.47,33.69,-0.850,10.013,3.392,-0.0357,-0.1140,1.0071
34942,-6.91,2.64,33.79,0.000,9.051,4.927,-0.0418,-0.1149,1.0083
34962,-6.87,2.78,33.77,0.921,7.303,-0.844,-0.0472,-0.1147,1.0108
34982,-6.85,2.84,33.77,0.783,3.318,0.000,-0.0506,-0.1180,1.0051
35002,-6.86,2.85,33.76,-0.766,-0.438,-0.753,-0.0574,-0.1182,1.0150
35022,-6.78,2.85,33.46,2.135,-2.491,-14.890,-0.0738,-0.1073,1.0177
35042,-6.72,2.79,33.21,1.577,-5.010,-12.188,-0.0658,-0.1072,1.0082
35062,-6.71,2.66,32.84,-0.354,-7.155,-18.768,-0.0531,-0.1115,1.0140
35082,-6.69,2.52,32.55,0.669,-8.033,-14.630,-0.0544,-0.1128,1.0073
35102,-6.66,2.35,32.39,0.753,-9.819,-7.730,-0.0512,-0.1140,1.0059
35122,-6.66,2.19,32.06,0.000,-10.071,-16.378,-0.0555,-0.1159,1.0133
35142,-6.63,2.03,31.77,1.112,-10.560,-14.646,-0.0577,-0.1132,1.0076
35162,-6.59,1.84,31.62,1.478,-11.377,-7.516,-0.0498,-0.1154,1.0098
35182,-6.57,1.65,31.37,1.432,-11.758,-12.508,-0.0496,-0.1180,1.0148
35202,-6.52,1.44,31.10,2.753,-12.186,-13.684,-0.0391,-0.1191,1.0093
35222,-6.44,1.23,30.94,4.623,-11.987,-7.737,-0.0327,-0.1188,1.0085
35242,-6.32,1.02,30.89,7.081,-11.094,-2.661,-0.0245,-0.1220,1.0062
35262,-6.19,0.84,30.85,8.791,-9.025,-2.035,-0.0152,-0.1287,1.0102
35282,-6.03,0.70,30.84,10.547,-7.079,-0.539,-0.0116,-0.1291,1.0090
35302,-5.87,0.60,30.88,10.386,-4.132,2.080,-0.0049,-0.1228,1.0108
35322,-5.74,0.57,30.92,8.112,-0.262,2.202,-0.0006,-0.1177,1.0154
35342,-5.68,0.59,30.99,4.928,3.120,3.163,0.0068,-0.1186,1.0197
35362,-5.72,0.65,31.29,-0.713,5.463,15.110,0.0100,-0.1122,1.0139
35382,-5.81,0.76,31.61,-3.751,8.371,16.255,0.0116,-0.1091,1.0260
35402,-5.91,0.98,31.81,-5.064,11.997,9.858,-0.0061,-0.1077,1.0328
35422,-6.04,1.19,32.00,-7.415,13.265,9.316,0.0005,-0.0998,1.0218
35442,-6.24,1.45,32.15,-10.850,14.799,7.660,-0.0092,-0.1027,1.0273
35462,-6.45,1.69,32.18,-13.003,13.295,1.431,-0.0204,-0.0966,1.0270
35482,-6.72,1.87,32.23,-15.995,10.333,2.331,-0.0204,-0.0964,1.0236
35502,-6.98,1.98,32.26,-16.148,6.089,1.476,-0.0304,-0.0986,1.0215
35522,-7.22,2.01,32.19,-14.988,1.310,-3.371,-0.0397,-0.1069,1.0221
35542,-7.41,1.95,32.18,-11.270,-3.125,-0.569,-0.0376,-0.1143,1.0112
35562,-7.51,1.84,32.20,-6.072,-6.438,0.980,-0.0397,-0.1256,1.0119
35582,-7.53,1.70,32.20,-0.865,-7.720,0.000,-0.0363,-0.1312,1.0104
35602,-7.50,1.54,32.08,2.264,-8.636,-6.012,-0.0301,-0.1404,1.0130
35622,-7.41,1.42,31.98,5.608,-6.484,-5.035,-0.0291,-0.1422,1.0103
35642,-7.34,1.32,31.87,4.142,-5.132,-5.203,-0.0270,-0.1344,1.0136
35662,-7.24,1.26,31.61,4.890,-2.728,-13.004,-0.0201,-0.1308,1.0154
35682,-7.18,1.26,31.33,2.615,-0.880,-13.982,-0.0283,-0.1223,1.0122
35702,-7.16,1.24,31.24,0.333,-1.178,-4.577,-0.0251,-0.1229,1.0090
35722,-7.15,1.23,31.09,1.325,-1.308,-7.256,-0.0281,-0.1314,1.0132
35742,-7.09,1.18,30.89,3.539,-2.583,-10.111,-0.0238,-0.1325,1.0096
35762,-7.00,1.09,30.79,6.135,-5.125,-4.982,-0.0216,-0.1356,1.0027
35782,-6.86,0.96,30.72,8.852,-6.888,-3.783,-0.0210,-0.1366,1.0042
35802,-6.69,0.80,30.64,10.715,-8.033,-3.989,-0.0172,-0.1386,1.0052
35822,-6.49,0.64,30.63,12.531,-7.934,-0.608,-0.0107,-0.1368,1.0003
35842,-6.29,0.49,30.67,12.936,-7.148,2.217,-0.0055,-0.1349,1.0026
35862,-6.12,0.39,30.73,11.211,-4.888,3.041,-0.0032,-0.1302,1.0102
35882,-5.99,0.35,30.84,8.501,-1.109,5.469,0.0014,-0.1258,1.0166
35902,-5.94,0.35,31.06,3.822,0.753,11.087,0.0013,-0.1178,1.0178
35922,-5.92,0.41,31.28,0.844,4.104,10.736,0.0010,-0.1033,1.0167
35942,-5.96,0.54,31.49,-3.072,7.669,10.759,0.0018,-0.0949,1.0192
35962,-6.09,0.72,31.70,-7.789,10.860,10.614,0.0005,-0.1001,1.0250
35982,-6.27,0.95,31.83,-11.018,13.570,6.347,0.0026,-0.0958,1.0266
36002,-6.54,1.19,31.95,-15.606,13.944,5.904,-0.0057,-0.0983,1.0196
36022,-6.85,1.41,32.06,-17.598,12.593,5.331,-0.0140,-0.1020,1.0205
36042,-7.16,1.59,32.12,-18.865,10.066,3.431,-0.0183,-0.0986,1.0184
36062,-7.45,1.72,32.15,-17.865,6.326,1.186,-0.0307,-0.1037,1.0127
36082,-7.70,1.76,32.04,-14.820,1.104,-5.615,-0.0375,-0.1179,1.0139
36102,-7.87,1.74,32.01,-11.446,-1.987,-1.333,-0.0409,-0.1163,1.0047
36122,-8.00,1.64,32.00,-7.812,-6.117,-0.325,-0.0391,-0.1294,1.0049
36142,-7.99,1.53,31.84,0.936,-7.445,-8.104,-0.0404,-0.1401,0.9907
36162,-7.92,1.39,31.43,4.486,-8.575,-20.417,-0.0396,-0.1464,0.9975
36182,-7.77,1.24,31.12,9.501,-9.781,-15.814,-0.0395,-0.1530,0.9875
36202,-7.50,1.03,30.90,15.142,-12.476,-10.653,-0.0336,-0.1445,0.9833
36222,-7.20,0.82,30.66,17.066,-12.117,-12.058,-0.0303,-0.1439,0.9922
36242,-6.86,0.61,30.36,21.226,-12.506,-14.997,-0.0275,-0.1530,0.9985
36262,-6.43,0.39,30.16,25.677,-12.430,-10.134,-0.0178,-0.1478,0.9911
36282,-5.97,0.17,30.03,27.608,-11.880,-6.569,-0.0120,-0.1448,0.9948
36302,-5.53,-0.02,29.88,27.234,-10.499,-7.501,-0.0073,-0.1408,0.9992
36322,-5.13,-0.17,29.77,24.982,-7.980,-5.524,-0.0029,-0.1309,0.9977
36342,-4.78,-0.26,29.72,22.005,-5.506,-2.165,-0.0038,-0.1216,0.9992
36362,-4.49,-0.31,29.61,17.531,-3.071,-5.867,0.0044,-0.1068,1.0103
36382,-4.27,-0.32,29.45,13.295,-0.361,-8.027,0.0059,-0.0948,1.0126
36402,-4.13,-0.32,29.30,8.684,0.776,-7.386,0.0094,-0.0849,1.0130
36422,-4.05,-0.29,29.08,4.837,1.723,-11.027,0.0091,-0.0801,1.0213
36442,-4.01,-0.28,28.82,2.570,1.081,-12.661,0.0076,-0.0770,1.0217
36462,-3.97,-0.33,28.63,2.257,-2.025,-9.943,0.0098,-0.0740,1.0161
36482,-3.91,-0.43,28.45,4.150,-5.125,-8.577,0.0078,-0.0800,1.0176
36502,-3.78,-0.60,28.28,8.638,-8.407,-8.691,0.0110,-0.0839,1.0133
36522,-3.60,-0.81,28.18,11.883,-10.873,-4.982,0.0144,-0.0866,1.0094
36542,-3.36,-1.06,28.11,15.257,-12.224,-3.447,0.0191,-0.0875,1.0088
36562,-3.10,-1.31,28.04,15.783,-12.636,-3.768,0.0213,-0.0812,1.0123
36582,-2.81,-1.55,27.94,17.890,-12.247,-4.913,0.0247,-0.0762,1.0087
36602,-2.50,-1.75,27.88,18.776,-10.583,-3.081,0.0261,-0.0707,1.0078
36622,-2.20,-1.89,27.79,17.081,-7.919,-4.142,0.0249,-0.0592,1.0098
36642,-1.98,-1.98,27.78,13.356,-4.812,-0.600,0.0353,-0.0515,1.0143
36662,-1.78,-2.02,27.79,10.020,-1.209,0.217,0.0436,-0.0356,1.0141
36682,-1.68,-2.01,27.79,4.997,1.990,0.247,0.0461,-0.0282,1.0169
36702,-1.66,-1.94,27.86,0.000,5.142,3.415,0.0486,-0.0216,1.0169
36722,-1.70,-1.86,28.06,-3.217,7.532,10.163,0.0617,-0.0203,1.0093
36742,-1.79,-1.74,28.25,-6.247,9.272,9.629,0.0613,-0.0164,1.0205
36762,-1.94,-1.58,28.41,-8.972,11.135,7.797,0.0533,-0.0221,1.0287
36782,-2.09,-1.41,28.51,-9.888,10.952,4.866,0.0488,-0.0152,1.0219
36802,-2.29,-1.26,28.67,-12.331,10.593,8.064,0.0479,-0.0207,1.0218
36822,-2.49,-1.14,28.80,-12.362,8.555,6.400,0.0404,-0.0243,1.0247
36842,-2.68,-1.04,28.91,-12.194,6.837,5.499,0.0356,-0.0235,1.0217
36862,-2.89,-0.97,29.02,-13.407,5.089,5.522,0.0316,-0.0285,1.0238
36882,-3.08,-0.93,29.07,-12.453,3.249,2.713,0.0272,-0.0298,1.0238
36902,-3.24,-0.91,29.11,-10.797,1.822,1.957,0.0248,-0.0349,1.0199
36922,-3.35,-0.93,29.13,-7.988,0.000,0.927,0.0245,-0.0387,1.0144
36942,-3.43,-0.95,29.12,-5.972,0.000,-0.714,0.0237,-0.0410,1.0184
36962,-3.47,-0.97,29.10,-3.850,-0.254,-0.516,0.0221,-0.0466,1.0164
36982,-3.46,-0.99,29.10,-0.965,-0.903,-0.203,0.0211,-0.0517,1.0172
37002,-3.42,-1.01,29.07,1.318,-0.827,-1.768,0.0180,-0.0513,1.0215
37022,-3.30,-1.00,28.88,4.142,0.000,-9.058,0.0131,-0.0447,1.0193
37042,-3.19,-1.02,28.68,5.211,-0.804,-10.004,0.0195,-0.0564,1.0209
37062,-3.03,-1.06,28.53,7.760,-1.819,-7.791,0.0237,-0.0521,1.0159
37082,-2.88,-1.13,28.46,7.745,-3.506,-3.470,0.0190,-0.0498,1.0137
37102,-2.74,-1.22,28.33,7.119,-4.942,-6.462,0.0162,-0.0524,1.0172
37122,-2.60,-1.33,28.21,7.425,-6.109,-6.157,0.0176,-0.0482,1.0160
37142,-2.42,-1.47,28.15,9.402,-7.346,-2.928,0.0228,-0.0456,1.0106
37162,-2.24,-1.60,28.07,9.425,-7.285,-4.027,0.0250,-0.0433,1.0172
37182,-2.04,-1.74,27.95,10.776,-6.942,-5.691,0.0303,-0.0423,1.0179
37202,-1.81,-1.87,27.87,12.234,-6.835,-4.272,0.0281,-0.0391,1.0121
37222,-1.61,-1.97,27.79,11.547,-5.865,-3.920,0.0299,-0.0407,1.0142
37242,-1.41,-2.06,27.68,11.081,-4.804,-5.363,0.0321,-0.0350,1.0152
37262,-1.25,-2.12,27.62,9.524,-3.728,-3.317,0.0331,-0.0339,1.0174
37282,-1.11,-2.18,27.59,7.989,-2.995,-1.478,0.0366,-0.0311,1.0183
37302,-1.02,-2.21,27.60,5.615,-1.796,0.515,0.0381,-0.0281,1.0167
37322,-0.99,-2.23,27.61,2.463,-0.835,0.805,0.0406,-0.0237,1.0181
37342,-0.99,-2.23,27.62,0.000,0.471,0.347,0.0443,-0.0193,1.0199
37362,-1.03,-2.22,27.63,-2.362,0.898,0.484,0.0437,-0.0151,1.0215
37382,-1.09,-2.20,27.65,-3.827,1.387,0.980,0.0437,-0.0129,1.0205
37402,-1.18,-2.20,27.79,-4.766,1.448,6.942,0.0481,-0.0193,1.0193
37422,-1.26,-2.20,27.97,-3.980,0.654,9.064,0.0474,-0.0200,1.0222
37442,-1.33,-2.19,28.08,-3.759,1.226,5.515,0.0459,-0.0206,1.0281
37462,-1.35,-2.17,28.14,-2.094,1.608,2.767,0.0444,-0.0160,1.0197
37482,-1.34,-2.14,28.24,-0.339,2.326,5.278,0.0444,-0.0164,1.0167
37502,-1.29,-2.10,28.27,1.089,2.654,1.515,0.0408,-0.0119,1.0168
37522,-1.26,-2.05,28.29,0.577,2.982,0.942,0.0398,-0.0123,1.0143
37542,-1.23,-1.98,28.34,0.000,3.112,2.392,0.0337,-0.0099,1.0169
37562,-1.19,-1.93,28.28,1.104,2.310,-2.768,0.0331,-0.0137,1.0154
37582,-1.14,-1.88,28.19,1.409,1.753,-4.798,0.0262,-0.0122,1.0197
37602,-1.11,-1.86,28.15,1.012,0.310,-1.783,0.0274,-0.0139,1.0193
37622,-1.04,-1.85,28.16,2.150,-0.522,0.583,0.0252,-0.0085,1.0166
37642,-1.00,-1.85,28.13,1.165,-0.911,-1.501,0.0259,-0.0096,1.0153
37662,-0.96,-1.87,28.12,0.600,-1.056,-0.592,0.0290,-0.0074,1.0171
37682,-0.94,-1.87,28.12,0.234,-0.529,0.000,0.0310,-0.0074,1.0170
37702,-0.94,-1.88,28.12,-0.843,-0.567,0.000,0.0325,-0.0109,1.0244
37722,-0.96,-1.86,28.13,-1.705,0.623,0.286,0.0316,-0.0108,1.0228
37742,-0.97,-1.84,28.12,-1.087,0.982,-0.310,0.0320,-0.0114,1.0232
37762,-0.98,-1.81,28.13,-1.224,1.219,0.515,0.0310,-0.0129,1.0212
37782,-0.98,-1.79,28.20,-0.339,0.944,3.644,0.0300,-0.0121,1.0182
37802,-0.96,-1.76,28.30,0.928,1.173,4.721,0.0305,-0.0169,1.0184
37822,-0.90,-1.73,28.34,2.959,1.394,2.301,0.0272,-0.0179,1.0177
37842,-0.84,-1.70,28.30,4.928,2.135,-2.043,0.0346,-0.0289,1.0257
37862,-0.71,-1.68,28.36,8.005,1.860,2.721,0.0393,-0.0289,1.0178
37882,-0.54,-1.68,28.62,12.226,1.646,13.110,0.0440,-0.0404,1.0146
37902,-0.26,-1.63,28.83,17.615,3.455,10.728,0.0356,-0.0330,1.0199
37922,0.08,-1.55,28.97,20.531,4.463,6.835,0.0311,-0.0299,1.0179
37942,0.45,-1.44,29.45,24.096,7.501,23.873,0.0453,-0.0409,1.0137
37962,0.81,-1.24,29.91,23.058,12.608,23.339,0.0422,-0.0279,1.0239
37982,1.28,-0.89,30.33,28.783,19.616,20.835,0.0332,-0.0220,1.0213
38002,1.74,-0.49,30.79,28.356,25.280,22.919,0.0544,-0.0160,1.0188
38022,2.21,0.05,31.32,27.463,33.043,26.377,0.0496,0.0073,1.0120
38042,2.60,0.72,31.65,22.722,39.791,16.782,0.0407,0.0192,0.9924
38062,2.93,1.53,32.03,17.280,47.562,18.774,0.0330,0.0416,0.9837
38082,3.21,2.43,32.39,13.241,50.776,17.843,0.0067,0.0620,0.9833
38102,3.28,3.28,32.54,2.547,49.387,7.820,-0.0022,0.0672,1.0274
38122,3.30,3.99,32.83,1.356,43.089,14.309,-0.0057,0.0542,0.9987
38142,3.39,4.62,33.02,6.760,37.921,9.461,-0.0270,0.0412,1.0350
38162,3.51,5.01,33.20,8.982,23.188,9.339,-0.0572,0.0396,1.0156
38182,3.65,5.12,33.35,9.509,8.211,7.240,-0.0663,0.0425,1.0089
38202,3.94,5.13,33.28,17.127,0.000,-3.524,-0.0953,0.0458,1.0019
38222,4.27,4.87,33.45,20.547,-13.819,8.400,-0.0882,0.0377,0.9738
38242,4.74,4.51,33.59,28.661,-20.018,7.217,-0.0955,0.0421,0.9846
38262,5.34,4.11,33.42,34.730,-24.590,-8.730,-0.1114,0.0512,0.9947
38282,6.02,3.68,33.28,41.188,-26.522,-6.653,-0.1016,0.0461,0.9757
38302,6.79,3.27,33.31,46.180,-24.010,1.499,-0.0876,0.0492,0.9775
38322,7.58,2.92,33.27,47.768,-21.354,-2.073,-0.0822,0.0664,0.9871
38342,8.39,2.62,33.10,50.127,-16.690,-8.539,-0.0582,0.0661,1.0055
38362,9.13,2.50,32.93,43.509,-8.033,-8.363,-0.0617,0.1056,1.0021
38382,9.81,2.56,32.70,37.944,-1.010,-11.432,-0.0782,0.1341,0.9649
38402,10.22,2.79,32.61,22.272,8.349,-4.875,-0.0751,0.1578,0.9765
38422,10.39,3.12,32.54,7.982,13.501,-3.310,-0.0808,0.1880,0.9871
38442,10.39,3.52,32.43,-3.881,16.807,-5.378,-0.0852,0.2117,0.9862
38462,10.12,3.72,32.28,-15.812,12.272,-7.859,-0.0475,0.1965,0.9911
38482,9.77,3.88,32.22,-20.003,10.249,-2.821,-0.0513,0.1964,1.0019
38502,9.39,3.93,32.18,-21.888,1.975,-2.004,-0.0743,0.1939,1.0126
38522,9.04,3.79,32.02,-20.560,-7.743,-8.157,-0.0750,0.1851,1.0155
38542,8.75,3.55,32.15,-16.400,-13.338,6.507,-0.0748,0.1757,1.0114
38562,8.56,3.25,32.30,-12.301,-17.629,7.431,-0.0802,0.1774,1.0184
38582,8.42,2.93,32.36,-9.552,-18.659,3.202,-0.0789,0.1706,1.0227
38602,8.34,2.67,32.50,-6.301,-16.369,7.034,-0.0777,0.1686,1.0145
38622,8.28,2.50,32.65,-5.087,-10.873,7.309,-0.0644,0.1677,1.0139
38642,8.30,2.49,32.91,-3.217,-3.529,13.324,-0.0709,0.1839,1.0112
38662,8.35,2.60,33.36,-2.331,4.402,22.560,-0.0544,0.1911,1.0032
38682,8.36,2.91,33.87,-3.591,15.402,25.278,-0.0558,0.1809,1.0038
38702,8.37,3.38,34.35,-4.262,25.845,24.163,-0.0388,0.1900,1.0056
38722,8.32,4.03,34.78,-6.698,37.226,21.591,-0.0330,0.1833,1.0010
38742,8.27,4.84,35.27,-8.178,46.975,24.217,-0.0278,0.1938,0.9993
38762,8.23,5.83,35.62,-7.873,56.433,17.629,-0.0451,0.1945,1.0058
38782,8.20,6.85,35.87,-6.407,59.364,12.568,-0.0507,0.1886,1.0040
38802,8.23,7.87,36.01,-3.812,60.081,6.828,-0.0619,0.1876,0.9956
38822,8.29,8.72,36.18,-0.308,51.142,8.461,-0.0803,0.1739,0.9973
38842,8.41,9.31,36.09,5.341,36.738,-4.478,-0.1045,0.1538,0.9919
38862,8.65,9.64,35.96,11.386,18.967,-6.440,-0.1493,0.1536,0.9849
38882,8.90,9.66,35.87,14.028,-0.254,-4.310,-0.1778,0.1418,0.9727
38902,9.19,9.41,35.49,15.073,-15.743,-19.455,-0.1892,0.1518,0.9832
38922,9.41,9.00,35.07,11.218,-25.606,-20.699,-0.2005,0.1581,0.9657
38942,9.53,8.40,34.88,5.867,-34.323,-9.722,-0.1836,0.1670,0.9757
38962,9.54,7.71,34.24,-0.568,-39.743,-31.852,-0.1802,0.1719,0.9803
38982,9.40,6.93,33.46,-7.797,-44.606,-39.211,-0.1693,0.1751,1.0012
39002,9.22,6.12,32.90,-12.346,-48.751,-27.806,-0.1780,0.1891,0.9861
39022,9.00,5.12,32.25,-14.591,-58.445,-32.638,-0.1677,0.1906,1.0072
39042,8.76,4.12,31.59,-15.545,-60.148,-32.974,-0.1611,0.1814,0.9972
39062,8.56,3.09,31.20,-13.804,-63.132,-19.226,-0.1517,0.1811,0.9903
39082,8.36,2.08,30.89,-12.881,-62.651,-15.867,-0.1441,0.1727,1.0004
39102,8.17,1.13,30.45,-10.827,-60.216,-21.714,-0.1259,0.1575,1.0073
39122,7.99,0.27,30.10,-10.804,-54.667,-17.340,-0.1072,0.1574,1.0116
39142,7.82,-0.53,29.86,-8.385,-48.522,-12.081,-0.0653,0.1392,1.0132
39162,7.67,-1.13,29.62,-9.194,-38.735,-12.027,-0.0512,0.1509,1.0129
39182,7.53,-1.58,29.41,-9.843,-28.300,-10.592,-0.0221,0.1519,0.9927
39202,7.39,-1.79,29.34,-9.499,-15.575,-3.585,-0.0102,0.1505,0.9947
39222,7.25,-1.84,29.27,-10.079,-4.919,-3.638,0.0123,0.1531,0.9980
39242,7.08,-1.72,29.21,-10.659,6.112,-2.691,0.0308,0.1436,1.0010
39262,6.92,-1.45,29.25,-10.438,14.997,1.988,0.0350,0.1458,1.0063
39282,6.72,-1.06,29.23,-11.346,21.387,-1.043,0.0359,0.1294,1.0154
39302,6.59,-0.62,29.18,-7.865,25.043,-2.600,0.0387,0.1284,1.0143
39322,6.46,-0.17,29.16,-7.476,26.089,-0.982,0.0352,0.1230,1.0130
39342,6.36,0.20,29.17,-5.301,22.097,0.347,0.0257,0.1179,1.0104
39362,6.29,0.47,29.14,-3.270,15.944,-1.256,0.0132,0.1092,1.0102
39382,6.28,0.58,29.18,1.066,7.677,2.102,0.0063,0.0960,1.0093
39402,6.34,0.61,29.28,6.310,0.967,4.789,-0.0124,0.0858,1.0127
39422,6.47,0.51,29.33,9.600,-5.674,2.721,-0.0161,0.0881,1.0091
39442,6.63,0.31,29.27,11.753,-9.835,-2.936,-0.0044,0.0825,1.0076
39462,6.83,0.12,29.41,12.211,-10.003,6.965,-0.0053,0.1017,1.0065
39482,6.98,-0.05,29.50,10.783,-8.636,4.469,-0.0006,0.0970,1.0136
39502,7.11,-0.20,29.41,9.646,-7.743,-4.417,0.0026,0.0998,1.0202
39522,7.22,-0.28,29.42,7.325,-3.690,0.392,0.0071,0.1128,1.0147
39542,7.27,-0.30,29.47,3.768,0.000,2.179,0.0123,0.1200,1.0168
39562,7.28,-0.25,29.44,0.822,3.906,-1.127,0.0163,0.1248,1.0200
39582,7.24,-0.14,29.50,-1.675,7.066,2.866,0.0154,0.1285,1.0168
39602,7.16,-0.01,29.61,-3.911,8.997,5.438,0.0215,0.1275,1.0187
39622,7.09,0.16,29.68,-3.988,10.478,3.721,0.0138,0.1293,1.0188
39642,7.03,0.33,29.79,-3.094,10.532,5.049,0.0127,0.1269,1.0153
39662,7.01,0.50,29.87,-0.652,10.303,4.003,0.0072,0.1238,1.0154
39682,7.05,0.63,29.92,2.531,8.387,2.591,0.0050,0.1187,1.0141
39702,7.15,0.72,29.96,6.684,6.501,2.286,0.0026,0.1114,1.0143
39722,7.28,0.78,29.99,8.997,4.700,1.484,0.0027,0.1093,1.0144
39742,7.46,0.82,30.01,11.837,3.089,0.957,-0.0042,0.1104,1.0128
39762,7.71,0.83,30.07,14.135,2.280,2.812,-0.0027,0.1221,1.0101
39782,7.95,0.89,30.26,13.814,3.295,9.675,-0.0107,0.1212,1.0028
39802,8.18,0.96,30.39,13.585,4.303,6.614,-0.0132,0.1274,1.0139
39822,8.42,1.09,30.53,14.127,6.692,6.599,-0.0166,0.1326,1.0102
39842,8.67,1.26,30.78,14.776,9.341,12.957,-0.0159,0.1369,1.0144
39862,8.95,1.47,31.04,16.051,12.303,12.675,-0.0096,0.1406,1.0181
39882,9.27,1.76,31.23,18.402,16.791,9.538,-0.0141,0.1449,1.0219
39902,9.61,2.11,31.48,19.867,20.394,12.698,-0.0096,0.1499,1.0134
39922,9.98,2.51,31.77,21.524,24.326,14.392,-0.0097,0.1496,1.0214
39942,10.41,2.94,32.05,25.875,26.471,13.957,-0.0093,0.1491,1.0001
39962,10.91,3.43,32.32,28.448,30.181,13.316,-0.0129,0.1599,0.9828
39982,11.43,3.95,32.65,30.715,33.036,16.583,-0.0109,0.1563,0.9853
40002,11.95,4.53,32.99,31.119,34.990,17.194,-0.0279,0.1707,0.9985
40022,12.52,5.10,33.27,33.066,35.807,14.041,-0.0271,0.1802,0.9995
40042,13.10,5.67,33.54,35.104,36.852,13.309,-0.0317,0.1760,0.9915
40062,13.71,6.18,33.72,36.264,33.585,9.102,-0.0396,0.1925,0.9914
40082,14.34,6.70,33.82,36.257,32.700,5.171,-0.0608,0.2104,0.9808
40102,14.92,7.17,34.02,33.997,29.081,9.789,-0.0765,0.2144,0.9732
40122,15.39,7.55,34.31,28.325,25.975,14.362,-0.0777,0.2314,0.9854
40142,15.79,7.84,34.43,23.112,19.944,5.912,-0.0922,0.2559,1.0010
40162,16.02,8.05,34.49,13.829,15.051,3.324,-0.1060,0.2664,0.9998
40182,16.14,8.20,34.70,6.677,10.746,10.492,-0.1204,0.2791,0.9967
40202,16.15,8.26,34.90,-0.293,6.287,10.011,-0.1249,0.3002,1.0018
40222,16.06,8.33,35.18,-4.575,6.753,14.049,-0.1224,0.2832,0.9905
40242,15.97,8.48,35.64,-5.301,8.410,22.835,-0.1425,0.2916,0.9877
40262,15.92,8.65,36.06,-4.323,11.020,20.980,-0.1356,0.2973,0.9793
40282,15.97,8.93,36.52,0.348,17.204,23.247,-0.1330,0.2934,0.9724
40302,16.07,9.35,36.96,5.264,24.249,21.660,-0.1372,0.2828,0.9784
40322,16.29,9.98,37.37,9.310,34.547,20.736,-0.1506,0.2958,0.9620
40342,16.52,10.75,37.90,9.699,44.043,26.385,-0.1427,0.2979,0.9551
40362,16.81,11.70,38.41,13.615,55.020,25.530,-0.1424,0.2938,0.9514
40382,17.19,12.84,38.88,19.463,65.868,23.591,-0.1504,0.2904,0.9511
40402,17.64,14.05,39.34,21.669,72.707,22.950,-0.1440,0.3094,0.9474
