time_ms,roll_deg,pitch_deg,yaw_deg,gx_dps,gy_dps,gz_dps,ax_g,ay_g,az_g
9403,-123.46,7.97,-35.88,-55.855,188.864,-92.643,0.5897,-0.0546,-0.2532
9423,-126.64,6.35,-36.54,-68.160,78.825,-32.948,0.8012,-0.0485,-0.2814
9443,-117.02,2.29,-35.35,-107.389,-40.327,59.197,0.9778,0.0616,-0.2370
9463,-101.94,-5.52,-36.41,214.733,-253.350,-53.070,1.0634,0.1418,-0.3313
9483,-89.07,-12.76,-36.79,93.947,-253.350,-18.788,0.9329,0.0404,-0.4376
9503,-93.97,-13.46,-39.56,-87.450,45.131,-138.421,0.7581,-0.1069,-0.5849
9523,-101.31,-15.46,-44.56,-216.565,-20.785,-250.093,0.6752,-0.0562,-0.4949
9543,-91.68,-15.97,-43.26,-27.534,59.619,64.968,0.5491,0.1640,-0.3186
9563,-82.68,-13.19,-43.28,-76.641,209.719,-0.750,0.5238,0.0841,-0.4810
9583,-74.69,-11.06,-47.32,-87.168,183.810,-202.330,0.5004,0.1615,-0.4172
9603,-66.88,-7.85,-46.95,-70.939,246.917,18.739,0.5054,0.1864,-0.3928
9623,-59.93,-4.95,-49.53,-92.916,246.917,-129.040,0.5487,0.1895,-0.3504
9643,-53.55,-2.44,-51.75,-83.534,242.459,-111.261,0.5846,0.2324,-0.2725
9663,-48.78,-0.12,-53.03,-129.855,246.917,-63.979,0.6425,0.2583,-0.2031
9683,-44.37,1.31,-55.41,-107.443,208.558,-119.078,0.6960,0.3037,-0.1290
9703,-41.03,2.52,-56.63,-127.214,199.642,-60.605,0.7487,0.3572,-0.0634
9723,-37.72,2.88,-58.18,-102.450,153.932,-77.467,0.7974,0.4151,-0.0080
9743,-34.54,2.74,-59.07,-90.397,124.596,-44.650,0.8386,0.4774,0.0408
9763,-31.11,1.96,-59.80,-63.130,86.001,-36.734,0.8744,0.5355,0.0807
9783,-27.40,0.61,-60.11,-36.130,51.535,-15.223,0.9025,0.5870,0.1150
9803,-23.38,-1.29,-60.16,-7.931,17.032,-2.673,0.9231,0.6275,0.1459
9823,-19.14,-3.67,-59.91,15.527,-13.739,12.655,0.9356,0.6548,0.1734
9843,-14.80,-6.42,-59.43,32.985,-39.419,23.884,0.9397,0.6679,0.1975
9863,-10.49,-9.42,-58.77,43.664,-59.365,32.915,0.9358,0.6689,0.2171
9883,-6.28,-12.57,-58.10,50.260,-73.167,33.670,0.9234,0.6592,0.2300
9903,-2.32,-15.65,-57.39,47.603,-76.648,35.624,0.9039,0.6419,0.2359
9923,1.36,-18.55,-56.78,42.611,-73.259,30.457,0.8792,0.6204,0.2344
9943,4.74,-21.10,-56.27,34.031,-60.946,25.342,0.8506,0.5976,0.2242
9963,7.80,-23.22,-55.93,23.496,-42.907,17.075,0.8211,0.5748,0.2104
9983,10.55,-24.82,-55.76,11.840,-20.678,8.495,0.7937,0.5550,0.1932
10003,12.99,-25.92,-55.77,0.000,3.184,-0.597,0.7694,0.5369,0.1779
10023,15.14,-26.54,-55.94,-11.809,26.123,-8.612,0.7517,0.5217,0.1665
10043,17.00,-26.77,-56.27,-22.588,45.413,-16.368,0.7408,0.5115,0.1610
10063,18.59,-26.71,-56.70,-32.214,59.864,-21.353,0.7358,0.5065,0.1626
10083,19.96,-26.47,-57.20,-39.069,69.589,-25.276,0.7374,0.5067,0.1687
10103,21.16,-26.15,-57.73,-43.267,73.696,-26.124,0.7439,0.5129,0.1786
10123,22.27,-25.85,-58.24,-43.481,72.558,-25.460,0.7535,0.5240,0.1920
10143,23.36,-25.65,-58.69,-40.427,67.093,-22.582,0.7662,0.5388,0.2083
10163,24.49,-25.63,-59.08,-34.008,56.871,-19.467,0.7804,0.5563,0.2255
10183,25.69,-25.83,-59.36,-26.259,44.459,-14.284,0.7946,0.5734,0.2426
10203,26.98,-26.28,-59.54,-17.137,29.993,-8.780,0.8076,0.5886,0.2590
10223,28.37,-26.97,-59.59,-8.015,15.337,-2.849,0.8182,0.6008,0.2753
10243,29.82,-27.89,-59.54,0.000,1.688,2.640,0.8254,0.6091,0.2890
10263,31.31,-28.99,-59.40,6.565,-10.343,7.136,0.8284,0.6143,0.2997
10283,32.82,-30.22,-59.19,11.680,-19.739,10.602,0.8273,0.6159,0.3083
10303,34.30,-31.50,-58.94,14.466,-25.144,12.380,0.8222,0.6140,0.3138
10323,35.73,-32.74,-58.68,15.687,-26.472,12.754,0.8146,0.6085,0.3155
10343,37.09,-33.91,-58.45,15.099,-24.953,11.861,0.8042,0.6010,0.3145
10363,38.33,-34.94,-58.26,12.214,-20.388,9.510,0.7933,0.5915,0.3120
10383,39.44,-35.79,-58.12,8.237,-13.274,6.899,0.7820,0.5816,0.3079
10403,40.41,-36.44,-58.05,3.313,-4.457,3.289,0.7711,0.5722,0.3031
10423,41.24,-36.90,-58.05,-1.603,4.528,0.000,0.7614,0.5644,0.2998
10443,41.94,-37.18,-58.13,-6.649,12.719,-3.834,0.7542,0.5581,0.2983
10463,42.52,-37.30,-58.27,-10.954,20.482,-6.887,0.7500,0.5530,0.2973
10483,43.00,-37.31,-58.42,-14.817,26.207,-7.589,0.7481,0.5511,0.2978
10503,43.40,-37.25,-58.62,-17.069,29.169,-9.864,0.7482,0.5518,0.3015
10523,43.76,-37.17,-58.81,-18.290,30.734,-9.727,0.7504,0.5546,0.3066
10543,44.10,-37.10,-59.01,-17.748,29.696,-9.979,0.7539,0.5587,0.3125
10563,44.45,-37.07,-59.17,-15.778,27.100,-8.147,0.7581,0.5649,0.3198
10583,44.83,-37.12,-59.31,-12.992,22.459,-6.971,0.7633,0.5709,0.3268
10603,45.26,-37.27,-59.40,-9.382,17.314,-4.467,0.7683,0.5768,0.3344
10623,45.72,-37.55,-59.45,-5.649,9.627,-2.612,0.7729,0.5817,0.3431
10643,46.20,-37.89,-59.47,-2.443,5.184,-0.559,0.7754,0.5852,0.3504
10663,46.71,-38.32,-59.44,0.367,-0.266,1.510,0.7764,0.5870,0.3565
10683,47.22,-38.80,-59.36,2.107,-4.083,3.838,0.7764,0.5879,0.3618
10703,47.73,-39.32,-59.27,3.809,-7.014,4.235,0.7748,0.5868,0.3646
10723,48.22,-39.83,-59.18,4.473,-8.259,4.915,0.7712,0.5844,0.3661
10743,48.70,-40.31,-59.08,4.657,-7.984,4.647,0.7668,0.5815,0.3660
10763,49.13,-40.74,-59.01,3.962,-5.984,3.800,0.7619,0.5780,0.3651
10783,49.52,-41.10,-58.96,2.389,-3.617,2.449,0.7569,0.5743,0.3642
10803,49.85,-41.38,-58.93,0.504,0.000,1.640,0.7522,0.5700,0.3634
10823,50.12,-41.58,-58.93,-1.687,3.352,0.000,0.7479,0.5666,0.3628
10843,50.33,-41.70,-58.95,-3.924,7.093,-1.360,0.7440,0.5640,0.3623
10863,50.48,-41.75,-59.00,-5.946,10.360,-2.269,0.7417,0.5615,0.3632
10883,50.62,-41.76,-59.07,-6.633,12.803,-3.543,0.7403,0.5601,0.3638
10903,50.72,-41.73,-59.14,-7.771,14.047,-3.650,0.7408,0.5608,0.3664
10923,50.80,-41.70,-59.24,-8.267,14.253,-4.971,0.7415,0.5614,0.3684
10943,50.87,-41.67,-59.32,-8.404,14.138,-3.826,0.7424,0.5628,0.3722
10963,50.94,-41.67,-59.40,-7.488,12.314,-4.322,0.7438,0.5653,0.3761
10983,51.03,-41.69,-59.46,-6.351,11.077,-2.887,0.7456,0.5677,0.3811
11003,51.14,-41.75,-59.51,-4.649,8.902,-2.368,0.7464,0.5704,0.3852
11023,51.27,-41.84,-59.53,-2.870,6.741,-1.017,0.7479,0.5728,0.3881
11043,51.42,-41.97,-59.53,-1.206,4.024,-0.253,0.7481,0.5729,0.3924
11063,51.57,-42.13,-59.52,-0.702,2.268,0.586,0.7479,0.5743,0.3949
11083,51.72,-42.31,-59.50,0.290,0.428,1.350,0.7474,0.5745,0.3984
11103,51.87,-42.52,-59.47,0.832,-1.121,1.174,0.7462,0.5736,0.4000
11123,52.01,-42.71,-59.43,0.466,-1.304,2.166,0.7447,0.5726,0.4012
11143,52.13,-42.89,-59.40,0.466,-1.075,1.327,0.7431,0.5710,0.4030
11163,52.24,-43.05,-59.37,0.359,-0.465,1.495,0.7404,0.5695,0.4039
11183,52.32,-43.18,-59.36,-0.290,0.894,0.678,0.7378,0.5684,0.4045
11203,52.38,-43.27,-59.35,-1.229,2.406,0.426,0.7354,0.5669,0.4055
11223,52.43,-43.33,-59.36,-1.656,3.642,-0.330,0.7332,0.5653,0.4070
11243,52.44,-43.35,-59.38,-2.687,5.390,-0.963,0.7316,0.5639,0.4078
