t_ms_full,bottom_raw,mid_raw,top_raw,elbow_raw,wrist_raw,bottom_tx,mid_tx,top_tx,elbow_tx,wrist_tx
11,-3.8967408221077e-06,2.0547922333201e-06,1.84194871337211e-06,0,0,-0,0,0,0,0
12,-4.46791853551377e-06,2.35691410915692e-06,2.11100455357904e-06,0,0,-0,0,0,0,0
12,-5.08393677506634e-06,2.68326024202868e-06,2.40067667026524e-06,0,0,-0,0,0,0,0
13,-5.80183131887466e-06,3.06481281247929e-06,2.73701868768413e-06,0,0,-0,0,0,0,0
13,-6.51972586268297e-06,3.44636538292989e-06,3.07336070510302e-06,0,0,-0,0,0,0,0
14,-7.48149280405714e-06,3.96121887860083e-06,3.52027411989136e-06,0,0,-0,0,0,0,0
14,-8.46528661869988e-06,4.48811228783197e-06,3.97717448761614e-06,0,0,-0,0,0,0,0
15,-9.44908043334262e-06,5.01500569706311e-06,4.43407485534092e-06,0,0,-0,0,0,0,0
15,-1.04328742479854e-05,5.54189910629425e-06,4.8909752230657e-06,0,0,-0,0,0,0,0
16,-1.16410277062658e-05,6.19209510037861e-06,5.44893263620383e-06,0,0,-0,0,0,0,0
16,-1.29729475584376e-05,6.91047633936629e-06,6.06247121047648e-06,0,0,-0,0,0,0,0
17,-1.44315910235178e-05,7.69881827123349e-06,6.73277271307557e-06,0,0,-0,0,0,0,0
17,-1.59828592771105e-05,8.53832713224848e-06,7.44453207645217e-06,0,0,-0,0,0,0,0
18,-1.77079581928052e-05,9.47403305608749e-06,8.23392498518986e-06,0,0,-0,0,0,0,0
18,-1.94977891576727e-05,1.04455613885033e-05,9.05222751444559e-06,0,0,-0,0,0,0,0
19,-2.1507432518248e-05,1.1538951674192e-05,9.96848048546194e-06,0,0,-0,0,0,0,0
19,-2.35879653304013e-05,1.26716424142883e-05,1.09163224534313e-05,0,0,-0,0,0,0,0
20,-2.59339070569371e-05,1.39519228683147e-05,1.19819835655987e-05,0,0,-0,0,0,0,0
20,-2.84917289748149e-05,1.53500265571046e-05,1.31417015894357e-05,0,0,-0,0,0,0,0
21,-3.10495508926926e-05,1.67481302458945e-05,1.43014196132728e-05,0,0,-0,0,0,0,0
21,-3.36073728105703e-05,1.81462339346843e-05,1.54611376371099e-05,0,0,-0,0,0,0,0
22,-3.64493602548671e-05,1.97037690514843e-05,1.67455896716336e-05,0,0,-0,0,0,0,0
22,-3.95030819639247e-05,2.13801744846759e-05,1.81229055962718e-05,0,0,-0,0,0,0,0
23,-4.28479172447004e-05,2.32215552865831e-05,1.96263597868737e-05,0,0,-0,0,0,0,0
23,-4.63951966393469e-05,2.51783760936172e-05,2.12168179554406e-05,0,0,-0,0,0,0,0
24,-5.0145108280028e-05,2.72507441846588e-05,2.28943609551341e-05,0,0,-0,0,0,0,0
