Time_s,BottomArm_deg,MiddleArm_deg,TopArm_deg,Bicep_deg,Wrist_deg
0,0,0,0,0,0
0.02,-0.00209967113217224,-0.00239885897078647,0.00364209071903674,1.54145316699763e-05,-0.000280453446900661
0.04,-0.00693369089579524,-0.0192828479926174,0.0205481320796244,0.0033790839365103,-0.00206444350877314
0.06,0.00549119112919353,-0.0722289955132157,0.054529851508015,0.0203926105516346,-0.00502490155619255
0.08,0.0408974547328707,-0.153277578386778,0.0975868298141245,0.0481034512461521,-0.00776338577620608
0.1,0.0828677737740286,-0.22824794327343,0.130165593793355,0.0665993111857162,-0.0111817583383796
0.12,0.118829635783326,-0.280446951686607,0.14669212339469,0.0740124354829135,-0.0144530238701539
0.14,0.155821524834575,-0.32151899845559,0.144737882063115,0.0775332798226976,-0.016157517029379
0.16,0.185692588203657,-0.361728041964321,0.135502554995776,0.0747738971144766,-0.0171150133922345
0.18,0.199759718798774,-0.38756599070882,0.118666922292873,0.0564146494434214,-0.0181632835281812
0.2,0.20269519832616,-0.397806312699896,0.0979243397948066,0.0342925989845325,-0.0180365804145841
0.22,0.206483238255508,-0.404975931596746,0.0761693157791905,0.0267227060720362,-0.0157240277765525
0.24,0.206501710160536,-0.40742464768753,0.0542920003967279,0.0231566953635861,-0.0116742715967289
0.26,0.199889746406704,-0.402760818313528,0.0308911366273222,0.0189909834059379,-0.00664520927903475
0.28,0.191940361936683,-0.400754854567432,0.00803045850345955,0.0233030089505649,-0.00196750527958218
0.3,0.18025437842194,-0.403357018492237,-0.00606926037831553,0.0314111050177565,0.00173267871510793
0.32,0.165688556601075,-0.401062750022128,-0.0172986312955207,0.0397741024035276,0.00530864699277387
0.34,0.150474582294023,-0.392563844461821,-0.0303926007644623,0.0611152012541093,0.00964107333408105
0.36,0.136394105407181,-0.383905391877104,-0.0479051898264021,0.101529444744064,0.0138347022484709
0.38,0.134303005535345,-0.389006603445695,-0.0713429076562174,0.146687421280545,0.0169115485836245
0.4,0.133706717346618,-0.400390981210274,-0.0934084573337639,0.179995321217204,0.0187486404987975
0.42,0.128973760628889,-0.402942757901498,-0.112863384980538,0.195169803590446,0.02101216423382
0.44,0.128582908013193,-0.39835159563205,-0.122757582390771,0.207142245197741,0.0263938724540185
0.46,0.148476964803737,-0.411770678580513,-0.119748155403093,0.225260951704445,0.0344066052484798
0.48,0.175731379194286,-0.434417577615457,-0.110657945552508,0.238845293956599,0.0434173718518622
0.5,0.193005550082096,-0.445865269052029,-0.0993173136635244,0.243585705030318,0.0533104550762869
0.52,0.197675854330836,-0.443531881246812,-0.0810837551343771,0.237863888940797,0.0639765398777807
0.54,0.197483981236873,-0.432017143643227,-0.0568508436152385,0.225773531460233,0.0752031989795339
0.56,0.203882394162034,-0.421272710720571,-0.0297726951484478,0.218406463273495,0.0868437066465501
0.58,0.208338784889091,-0.403107083971087,0.00047575909315919,0.210490039541408,0.0989735748199212
0.6,0.204647641456371,-0.36663057800094,0.0320307980561067,0.196929892792147,0.112449647510108
0.62,0.195466983178079,-0.316337735294302,0.0660467654665272,0.18782485224071,0.127218810521924
0.64,0.182908725138994,-0.259562114656093,0.0994463164128501,0.185743205174126,0.141269038900275
0.66,0.168486481165194,-0.201897689511531,0.129696447966007,0.183077486415661,0.154061374748562
0.68,0.153287667232809,-0.145737917621717,0.156616838713083,0.176045773495038,0.165618557406782
0.7,0.138067947426419,-0.0906851814412596,0.182152561371429,0.176379471592204,0.175998894621855
0.72,0.12333163665042,-0.0380815479503526,0.206006509356116,0.183813988463696,0.185213648702821
0.74,0.10940364674844,0.0117529333582426,0.228540858481912,0.181584623960469,0.193197022366357
0.76,0.0964774567887013,0.0625949045297504,0.253940739715636,0.160274383614779,0.200466735146117
0.78,0.0846474072030493,0.115500416959819,0.283470029692518,0.136845700796701,0.206460783378719
0.8,0.0795486264817345,0.162551397330329,0.314345438379627,0.11749720828727,0.209208489042478
0.82,0.076559145812991,0.201792028614798,0.354485466909368,0.0873098470210088,0.207513809386623
0.84,0.0712322449994075,0.246828107819305,0.398605694763597,0.0433443786186626,0.203451436217757
0.86,0.065328515184505,0.296238053647289,0.442339018927607,0.0048229977106831,0.199671366627032
0.88,0.059228099932937,0.343565221363784,0.480981667510653,-0.0198906162428383,0.19688883988443
0.9,0.053194278912887,0.3859222599729,0.512928580093951,-0.0428658006078175,0.195461141085578
